;;; ONCOPROD RS ;; ONCOPROD PE ;;ONCOPROD SP;;;;;;;;ONCOPROD DF;;;;;;; ONCOPROD ES  ;;
Cï¿½D;CLASSIFICAï¿½ï¿½O FISCAL;ORIGEM;  ICMS 17% ;  ICMS 18% ;  ICMS 17% ;  ICMS 18% ; ICMS 12%; ICMS 17%;CLIENTES GO; ICMS 17,5%; ICMS 18%; CLIENTES SP; CLIENTES SPI; ICMS 20% ; ICMS 12%;   ICMS 17% ;   CLIENTES DF ;   ICMS 17,5% ;   ICMS 18% ;  CLIENTES SPI ; ICMS 20% ; ICMS 12%;ICMS 17%;ICMS 18%
1138;TRIBUTADO;IMPORTADO;0;0;0;0;0;8810,61;0;8872,15;8934,55;0;0;9193,22;0;8810,61;8810,61;0;8934,55;8934,55;0;0;8810,61;0
1146;CONVÊNIO 118;NACIONAL;622,77;622,77;622,77;622,77;0;622,77;664,76;622,77;622,77;0;0;622,77;0;0;622,77;0;622,77;622,77;0;0;622,77;622,77
1172;TRIBUTADO;IMPORTADO;1497,09;1497,09;0;1515,36;0;1497,09;0;1506,16;1515,36;0;0;1553,24;0;1497,09;1497,09;0;1515,36;1515,36;0;0;1497,09;0
1179;CONVÊNIO 118;NACIONAL;12154,51;12154,51;12154,51;12154,51;0;12154,51;13584,45;12154,51;12154,51;0;0;12154,51;0;0;12154,51;0;12154,51;12154,51;0;0;12154,51;12154,51
1181;TRIBUTADO;IMPORTADO;20,97;20,97;0;19,62;0;20,97;0;21,1;21,24;0;0;21,8;0;21,23;18,29;0;21,49;21,49;0;0;20,97;0
1185;TRIBUTADO;IMPORTADO;801,47;811,88;0;704,7;0;799,93;0;805,09;810,31;0;0;831,92;0;827,31;696,18;0;839,47;839,47;0;0;798,46;0
1186;TRIBUTADO;IMPORTADO;3910,44;3961,23;0;3438,28;0;3902,9;0;3928,08;3953,59;0;0;4059,02;0;4036,53;3396,71;0;4095,83;4095,83;0;0;3895,77;0
1205;TRIBUTADO;NACIONAL;309,91;309,91;0;312,23;0;0;0;0;0;0;0;0;0;295,23;276,54;297,23;299,3;299,3;307,7;0;327,22;0
1209;TRIBUTADO;NACIONAL;24,08;24,08;0;24,67;0;0;0;0;0;0;0;0;0;22,81;21,44;22,96;23,11;23,11;23,72;0;25,53;0
1210;TRIBUTADO;IMPORTADO;9848,81;9848,81;0;9481,41;0;9867,22;0;9929,28;9992,12;0;0;10251,66;0;10133,59;8565,56;0;10278,22;10278,22;0;0;9811,85;0
1211;TRIBUTADO;IMPORTADO;83,41;83,41;0;77,33;0;83,41;0;83,97;84,53;0;0;86,89;0;86,89;72,59;0;88,22;88,22;0;0;83,41;0
1213;TRIBUTADO;IMPORTADO;586,63;586,63;0;549,03;0;586,61;0;590,35;594,14;0;0;609,76;0;593,98;511,8;0;601,22;601,22;0;0;586,63;0
1216;TRIBUTADO;NACIONAL;48,28;48,28;0;49,45;0;0;0;0;0;0;0;0;0;45,74;42,98;46,03;46,33;46,33;47,57;0;51,19;0
1217;TRIBUTADO;NACIONAL;92,87;94,06;0;95,11;0;0;0;0;0;0;0;0;0;87,97;82,67;88,54;89,11;89,11;91,49;0;98,46;0
1219;CONVÊNIO 118;NACIONAL;257,8752;257,8752;257,8752;257,8752;0;257,8752;257,8752;257,8752;257,8752;0;0;257,8752;0;257,8752;257,8752;257,8752;257,8752;257,8752;257,8752;0;257,8752;257,8752
1220;CONVÊNIO 118;NACIONAL;1289,38;1289,38;1289,38;1289,38;0;1289,38;1289,38;1289,38;1289,38;0;0;1289,38;0;1289,38;1289,38;1289,38;1289,38;1289,38;1289,38;0;1289,38;1289,38
1222;TRIBUTADO;IMPORTADO;145,71;147,61;0;143,39;0;153,55;0;154,54;155,54;0;0;159,69;0;150,98;127,05;0;153,2;153,2;0;0;145,71;0
1223;TRIBUTADO;IMPORTADO;210,77;210,77;0;213,35;0;210,77;0;212,06;213,35;0;0;218,68;0;210,77;210,77;0;213,35;213,35;0;0;210,77;0
1225;TRIBUTADO;IMPORTADO;28,24;28,24;0;28,59;0;28,24;0;28,41;28,59;0;0;29,3;0;28,24;28,24;0;28,59;28,59;0;0;28,24;0
1236;TRIBUTADO;IMPORTADO;166,95;168,99;0;168,99;0;0;0;0;0;0;0;0;0;166,95;166,95;167,96;168,99;168,99;168,99;0;166,95;0
1237;TRIBUTADO;NACIONAL;135,84;135,84;0;138,17;0;135,53;0;143,34;136,32;0;0;140,38;0;128,75;120,71;0;130,49;130,49;0;0;143,34;0
1238;TRIBUTADO;IMPORTADO;42,49;43,04;0;42,88;0;41,96;0;42,24;42,51;0;0;43,64;0;39,99;37,56;0;40,52;40,52;0;0;44,72;0
1239;TRIBUTADO;IMPORTADO;32,24;32,24;0;32,63;0;32,24;0;32,44;32,63;0;0;33,45;0;32,24;32,24;0;32,63;32,63;0;0;32,24;0
1243;TRIBUTADO;NACIONAL;1323,03;1339,17;0;1339,17;0;0;0;0;0;0;0;0;0;1323,03;1323,03;1331,05;1339,17;1339,17;1372,63;0;1323,03;0
1248;TRIBUTADO;IMPORTADO;136,27;136,27;0;137,93;0;136,27;0;137,1;137,93;0;0;141,38;0;136,27;136,27;0;137,93;137,93;0;0;136,27;0
1250;TRIBUTADO;IMPORTADO;44,05;44,05;0;44,07;0;0;0;0;0;0;0;0;0;42,26;40,14;42,54;42,81;42,81;43,99;0;45,72;0
1257;TRIBUTADO;NACIONAL;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1263;TRIBUTADO;IMPORTADO;190,84;190,84;0;193,17;0;190,84;0;192;193,17;0;0;198;0;190,84;190,84;0;193,17;193,17;0;0;190,84;0
1264;TRIBUTADO;IMPORTADO;326,5;326,5;0;331,1;0;326,5;0;328,78;331,1;0;0;340,68;0;326,5;326,5;0;331,1;331,1;0;0;326,5;0
1265;TRIBUTADO;IMPORTADO;395,94;395,94;0;401,51;0;395,94;0;398,71;401,51;0;0;413,13;0;395,94;395,94;0;401,51;401,51;0;0;395,94;0
1268;TRIBUTADO;IMPORTADO;78,28;78,28;0;78,33;0;0;0;0;0;0;0;0;0;71,36;71,36;75,6;76,11;76,11;78,2;0;81,27;0
1271;TRIBUTADO;IMPORTADO;146,32;148,22;0;136,63;0;146,31;0;147,26;148,22;0;0;152,17;0;149,45;127,58;0;151,28;151,28;0;0;146,32;0
1274;TRIBUTADO;IMPORTADO;395,94;395,94;0;401,51;0;395,94;0;398,71;401,51;0;0;413,13;0;395,94;395,94;0;401,51;401,51;0;0;395,94;0
1275;TRIBUTADO;IMPORTADO;319,98;319,98;0;323,88;0;319,98;0;321,92;323,88;0;0;331,98;0;319,98;319,98;0;323,88;323,88;0;0;319,98;0
1277;TRIBUTADO;IMPORTADO;152,2;152,2;0;147,43;0;0;0;0;0;0;0;0;0;156,71;133,02;157,78;158,88;158,88;163,42;0;152,2;0
1286;CONVÊNIO 118;IMPORTADO;57,67;57,67;57,67;57,67;0;57,67;66,82;57,67;57,67;0;0;57,67;0;0;57,67;0;57,67;57,67;0;0;57,67;57,67
1302;TRIBUTADO;NACIONAL;10,7;10,7;0;10,94;0;0;0;0;0;0;0;0;0;10,14;9,52;10,21;10,27;10,27;10,55;0;11,35;0
1304;CONVÊNIO 118;IMPORTADO;1207,82;1207,82;1207,82;1207,82;0;1207,82;1399,31;1207,82;1207,82;0;0;1207,82;0;0;1207,82;0;1207,82;1207,82;0;0;1207,82;1207,82
1305;TRIBUTADO;NACIONAL;4726,93;4726,93;0;4784,57;0;0;0;0;0;0;0;0;0;4726,93;4726,93;4755,57;4784,57;4784,57;4904,19;0;4726,93;0
1323;ISENTO;NACIONAL;558,46;558,46;558,46;558,46;0;558,46;0;558,46;558,46;0;0;558,46;0;0;558,46;0;558,46;558,46;0;0;558,46;558,46
1325;ISENTO;NACIONAL;1372,02;1372,02;1372,02;1372,02;1372,019792;1372,02;0;1372,02;1372,02;0;0;1372,02;0;0;1372,02;0;1372,02;1372,02;0;0;1372,02;1372,02
1326;TRIBUTADO;NACIONAL;55;55;0;56,33;0;0;0;0;0;0;0;0;0;52,1;48,96;52,43;52,77;52,77;54,18;0;58,31;0
1330;TRIBUTADO;IMPORTADO;44,46;44,46;0;45;0;44,46;0;44,73;45;0;0;46,13;0;44,46;44,46;0;45;45;0;0;44,46;0
1336;TRIBUTADO;IMPORTADO;100,71;100,71;0;101,94;0;100,71;0;101,32;101,94;0;0;104,49;0;100,71;100,71;0;101,94;101,94;0;0;100,71;0
1337;TRIBUTADO;IMPORTADO;48,31;48,31;0;49,48;0;0;0;0;0;0;0;0;0;45,76;43,01;46,06;46,36;46,36;47,6;0;51,22;0
1341;TRIBUTADO;IMPORTADO;1047,63;1047,63;0;978,28;0;1047,61;0;1054,37;1061,22;0;0;1089,52;0;1085,49;913,43;0;1101,44;1101,44;0;0;1047,63;0
1344;CONVÊNIO 118;NACIONAL;62,16;62,16;62,16;62,16;0;62,16;62,16;62,16;62,16;0;0;62,16;0;62,16;62,16;62,16;62,16;62,16;62,16;0;62,16;62,16
1345;TRIBUTADO;IMPORTADO;106,85;106,85;0;99,77;0;106,85;0;107,54;108,24;0;0;111,12;0;110,71;93,16;0;112,34;112,34;0;0;106,85;0
1346;TRIBUTADO;IMPORTADO;208,64;208,64;0;194,83;0;208,64;0;209,99;211,36;0;0;216,99;0;216,18;181,91;0;219,35;219,35;0;0;207,08;0
1353;TRIBUTADO;IMPORTADO;42,24;42,24;0;42,76;0;0;0;0;0;0;0;0;0;42,24;42,24;42,5;42,76;42,76;43,83;0;42,24;0
1354;TRIBUTADO;NACIONAL;112,25;112,25;0;113,9;0;0;0;0;0;0;0;0;0;106,41;99,67;107,14;107,87;107,87;110,91;0;119,01;0
1355;TRIBUTADO;IMPORTADO;1429,68;1429,68;0;1447,11;0;1429,68;0;1438,34;1447,11;0;0;1483,3;0;1429,68;1429,68;0;1447,11;1447,11;0;0;1429,68;0
1358;TRIBUTADO;IMPORTADO;1953,73;1953,73;0;1977,55;0;1953,73;0;1965,56;1977,55;0;0;2026,99;0;1953,73;1953,73;0;1977,55;1977,55;0;0;1953,73;0
1359;CONVÊNIO 118;NACIONAL;3226,41;3226,41;3226,41;3226,41;0;3226,41;3601,58;3226,41;3226,41;0;0;3226,41;0;0;3226,41;0;3226,41;3226,41;0;0;3226,41;3226,41
1363;TRIBUTADO;IMPORTADO;16,77;16,77;0;16,98;0;16,77;0;16,87;16,98;0;0;17,4;0;16,77;16,77;0;16,98;16,98;0;0;16,77;0
1364;ISENTO (EXCETO EM DF);NACIONAL;3171,15;3171,15;3171,15;3171,15;0;3171,15;0;3171,15;3171,15;0;0;3171,15;0;0;3171,15;0;3171,15;3171,15;0;0;3171,15;3171,15
1370;CONVÊNIO 118;NACIONAL;1523,91;1523,91;1523,91;1523,91;0;1523,91;1701,1;1523,91;1523,91;0;0;1523,91;0;0;1523,91;0;1523,91;1523,91;0;0;1523,91;1523,91
1372;TRIBUTADO;NACIONAL;108,6;108,6;0;110,12;0;0;0;0;0;0;0;0;0;103,74;97,49;104,41;105,08;105,08;107,89;0;108,6;0
1374;TRIBUTADO;NACIONAL;1323,03;1323,03;0;1339,17;0;0;0;0;0;0;0;0;0;1323,03;1323,03;1331,05;1339,17;1339,17;1372,63;0;1323,03;0
1376;CONVÊNIO 118;NACIONAL;4070,3;4070,3;4070,3;4070,3;0;4070,3;4903,97;4070,3;4070,3;0;0;4070,3;0;0;4070,3;0;4070,3;4070,3;0;0;4070,3;4070,3
1385;TRIBUTADO;NACIONAL;57,36;57,36;0;58,63;0;0;0;0;0;0;0;0;0;54,35;51,04;53,31;55,06;55,06;56,55;0;57,41;0
1388;TRIBUTADO;NACIONAL;834,12;834,12;0;804,13;0;0;0;0;0;0;0;0;0;790,26;742,13;795,48;800,67;800,67;822,32;0;884,34;0
1394;TRIBUTADO;NACIONAL;2664,98;2664,98;0;2706,17;0;0;0;0;0;0;0;0;0;2519,35;2367,59;2535,84;2552,25;2552,25;2620,37;0;2817,17;0
1395;TRIBUTADO;NACIONAL;799,49;799,49;0;811,86;0;0;0;0;0;0;0;0;0;755,81;710,28;760,76;765,68;765,68;786,11;0;845,15;0
1402;TRIBUTADO;IMPORTADO;79,19;79,19;0;81,11;0;0;0;0;0;0;0;0;0;75,02;70,5;75,51;75,99;75,99;78,02;0;75,02;0
1403;TRIBUTADO;IMPORTADO;388,95;388,95;0;363,19;0;388,93;0;391,44;393,99;0;0;404,49;0;403;339,12;0;408,92;408,92;0;0;388,95;0
1404;TRIBUTADO;IMPORTADO;218,14;218,14;0;204,17;0;218,14;0;219,53;220,94;0;0;226,75;0;223,25;190,32;0;225,98;225,98;0;0;218,14;0
1406;TRIBUTADO;NACIONAL;245,23;245,23;0;248,22;0;0;0;0;0;0;0;0;0;245,23;245,23;246,72;248,22;248,22;254,43;0;245,23;0
1409;TRIBUTADO;IMPORTADO;620,98;620,98;0;620,98;0;620,98;0;620,98;620,98;0;0;620,98;0;620,98;0;0;620,98;620,98;0;0;620,98;0
1419;TRIBUTADO;NACIONAL;0;0;0;4440,22;0;0;0;0;0;0;0;0;0;4116,68;0;4143,86;4170,89;4170,89;0;0;0;0
1421;TRIBUTADO;NACIONAL;293,93;293,93;0;308,58;0;0;0;0;0;0;0;0;0;280,78;263,87;282,59;284,43;284,43;292,01;0;293,71;0
1432;TRIBUTADO;IMPORTADO;845,98;845,98;0;856,29;0;845,98;0;851,1;856,29;0;0;877,7;0;845,98;845,98;0;856,29;856,29;0;0;845,98;0
1433;TRIBUTADO;IMPORTADO;1269,01;1269,01;0;1284,49;0;1269,01;0;1276,7;1284,49;0;0;1316,6;0;1269,01;1269,01;0;1284,49;1284,49;0;0;1269,01;0
1434;TRIBUTADO;IMPORTADO;2538;2538;0;2568,95;0;2538;0;2553,38;2568,95;0;0;2633,18;0;2538;2538;0;2568,95;2568,95;0;0;2538;0
1437;TRIBUTADO;NACIONAL;84,69;84,69;0;85,48;0;0;0;0;0;0;0;0;0;79,72;74,87;80,25;80,77;80,77;82,96;0;83,65;0
1444;TRIBUTADO;NACIONAL;104,06;104,06;0;106,34;0;0;0;0;0;0;0;0;0;98,59;92,58;99,24;99,88;99,88;102,59;0;110,32;0
1445;TRIBUTADO;IMPORTADO;111,78;113,15;0;113,15;0;111,78;0;112,46;113,15;0;0;115,98;0;111,78;111,78;0;113,15;113,15;0;0;111,78;0
1465;TRIBUTADO;NACIONAL;2924,59;2924,59;0;2988,58;0;2924,53;0;2943,4;2962,52;0;0;3041,52;0;2770,81;2602,04;0;2807,29;2807,29;0;0;3100,67;0
1482;TRIBUTADO;IMPORTADO;138,02;139,71;0;139,71;0;138,02;0;138,86;139,71;0;0;143,2;0;138,02;138,02;0;139,71;139,71;0;0;138,02;0
1491;TRIBUTADO;IMPORTADO;208,98;208,98;0;211,53;0;208,98;0;210,24;211,53;0;0;216,82;0;208,98;208,98;0;211,53;211,53;0;0;208,98;0
1495;TRIBUTADO;NACIONAL;215,17;215,17;0;225,89;0;0;0;0;0;0;0;0;0;205,55;193,17;206,87;208,22;208,22;213,77;0;215,17;0
1517;ISENTO (EXCETO EM DF);NACIONAL;7915,9;7915,9;7915,9;7915,9;0;7915,9;0;7915,9;7915,9;0;0;7915,9;0;0;7915,9;0;7915,9;7915,9;0;0;7915,9;7915,9
1531;TRIBUTADO;IMPORTADO;127,6;127,6;0;119,15;0;109,03;0;109,74;110,45;0;0;113,39;0;132,21;111,26;0;134,16;134,16;0;0;127,6;0
1532;TRIBUTADO;IMPORTADO;67,57;67,57;0;63,1;0;57,7;0;58,07;58,45;0;0;60;0;70,01;58,91;0;71,04;71,04;0;0;67,57;0
1540;CONVÊNIO 118;IMPORTADO;2702,4;2702,4;2702,4;2702,4;0;2702,4;3136,12;2702,4;2702,4;0;0;2702,4;0;0;2702,4;0;2702,4;2702,4;0;0;2702,4;2702,4
1541;CONVÊNIO 118;IMPORTADO;423,91;423,91;423,91;423,91;0;423,91;423,91;423,91;423,91;0;0;423,91;0;0;423,91;0;423,91;423,91;0;0;423,91;423,91
1554;TRIBUTADO;NACIONAL;18,51;18,75;0;18,93;0;0;0;0;0;0;0;0;0;17,4;16,34;17,52;17,63;17,63;18,11;0;19,75;0
1563;TRIBUTADO;IMPORTADO;240,88;240,88;0;225,43;0;240,87;0;242,4;243,95;0;0;250,37;0;246,52;210,15;0;249,52;249,52;0;0;240,88;0
1572;TRIBUTADO;NACIONAL;13301,12;13301,12;0;13994,93;0;0;0;0;0;0;0;0;0;12704,04;11946,67;12784,93;12866,87;12866,87;13205,38;0;13301,12;0
1583;CONVÊNIO 118;NACIONAL;12094,73;12094,73;12094,73;12094,73;0;12094,73;12919,37;12094,73;12094,73;0;0;12094,73;0;0;12094,73;0;12094,73;12094,73;0;0;12094,73;12094,73
1584;TRIBUTADO;IMPORTADO;198,1;198,1;0;200,52;0;0;0;0;0;0;0;0;0;198,1;198,1;199,3;200,52;200,52;205,53;0;198,1;0
1585;TRIBUTADO;IMPORTADO;137,81;137,81;0;139,49;0;0;0;0;0;0;0;0;0;137,81;137,81;138,65;139,49;139,49;142,98;0;137,81;0
1598;TRIBUTADO;NACIONAL;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1207,2;1207,2;0;0;0;0
1609;CONVÊNIO 118;IMPORTADO;1089,46;1089,46;1089,46;1089,46;0;1089,46;1268,73;1089,46;1089,46;0;0;1089,46;0;0;1089,46;0;1089,46;1089,46;0;0;1089,46;1089,46
1628;TRIBUTADO;NACIONAL;619;619;0;631,08;0;0;0;0;0;0;0;0;0;618,58;550,39;590,48;594,38;594,38;610,68;0;656,28;0
1637;TRIBUTADO;NACIONAL;60,55;61,34;0;63,93;0;0;0;0;0;0;0;0;0;57,23;53,75;57,51;57,99;57,99;59,56;0;66,33;0
1642;ISENTO;NACIONAL;669,33;669,33;669,33;669,33;669,33204;669,33;0;669,33;669,33;0;0;669,33;0;0;669,33;0;669,33;669,33;0;0;669,33;669,33
1648;TRIBUTADO;IMPORTADO;3559,34;3559,34;0;3602,74;0;0;0;0;0;0;0;0;0;3559,34;3559,34;3580,91;3602,74;3602,74;3692,81;0;3559,34;0
1661;TRIBUTADO;IMPORTADO;576,72;576,72;0;583,76;0;0;0;0;0;0;0;0;0;576,72;576,72;580,22;583,76;583,76;598,35;0;576,72;0
1662;TRIBUTADO;IMPORTADO;2631,17;2631,17;0;2663,26;0;2631,17;0;2647,11;2663,26;0;0;2729,84;0;2631,17;2631,17;0;2663,26;2663,26;0;0;2631,17;0
1663;TRIBUTADO;IMPORTADO;120,93;120,93;0;113,18;0;120,93;0;121,69;122,47;0;0;125,7;0;125,11;105,51;0;126,63;126,63;0;0;120,94;0
1664;TRIBUTADO;IMPORTADO;74,39;74,39;0;75,29;0;74,39;0;74,84;75,29;0;0;77,18;0;74,39;74,39;0;75,29;75,29;0;0;74,39;0
1667;CONVÊNIO 118;NACIONAL;135,72;135,72;135,72;135,72;0;135,72;135,72;135,72;135,72;0;0;135,72;0;135,72;135,72;135,72;135,72;135,72;135,72;0;135,72;135,72
1675;CONVÊNIO 118;IMPORTADO;108,94;108,94;108,94;108,94;0;108,94;128,49;108,94;108,94;0;0;108,94;0;0;108,94;0;108,94;108,94;0;0;108,94;108,94
1676;CONVÊNIO 118;IMPORTADO;363,14;363,14;363,14;363,14;0;363,14;422,9;363,14;363,14;0;0;363,14;0;0;363,14;0;363,14;363,14;0;0;363,14;363,14
1710;CONVÊNIO 118;NACIONAL;84,43;84,43;84,43;84,43;0;84,43;101,72;84,43;84,43;0;0;84,43;0;0;84,43;0;84,43;84,43;0;0;84,43;84,43
1721;CONVÊNIO 118;NACIONAL;144,77;144,77;144,77;144,77;0;144,77;144,77;144,77;144,77;0;0;144,77;0;144,77;144,77;144,77;144,77;144,77;144,77;0;144,77;144,77
1750;CONVÊNIO 118;IMPORTADO;488,86;488,86;488,86;488,86;0;488,86;566,36;488,86;488,86;0;0;488,86;0;0;488,86;0;488,86;488,86;0;0;488,86;488,86
1751;CONVÊNIO 118;IMPORTADO;4664,61;4664,61;4664,61;4664,61;0;4664,61;5395,2;4664,61;4664,61;0;0;4664,61;0;0;4664,61;0;4664,61;4664,61;0;0;4664,61;4664,61
1753;TRIBUTADO;NACIONAL;215,34;217,96;0;217,96;0;0;0;0;0;0;0;0;0;215,34;215,34;216,64;217,96;217,96;217,96;0;215,34;0
1782;TRIBUTADO;NACIONAL;191,02;191,02;0;196,03;0;0;0;0;0;0;0;0;0;180,93;170,04;182,1;183,28;183,28;188,17;0;202,55;0
1783;TRIBUTADO;NACIONAL;147,75;149,67;0;137,97;0;147,75;0;148,7;149,67;0;0;153,66;0;149,3;128,83;0;151,12;151,12;0;0;147,75;0
1787;CONVÊNIO 118;NACIONAL;56,92;56,92;56,92;56,92;0;56,92;56,92;56,92;56,92;0;0;56,92;0;56,92;56,92;56,92;56,92;56,92;56,92;0;56,92;56,92
1798;CONVÊNIO 118;NACIONAL;191,38;191,38;191,38;191,38;0;191,38;191,38;191,38;191,38;0;0;191,38;0;191,38;191,38;191,38;191,38;191,38;191,38;0;191,38;191,38
1815;CONVÊNIO 118;NACIONAL;314,71;314,71;314,71;314,71;0;314,71;314,71;314,71;314,71;0;0;314,71;0;314,71;314,71;314,71;314,71;314,71;314,71;0;314,71;314,71
1857;TRIBUTADO;NACIONAL;114,99;114,99;0;117,51;0;0;0;0;0;0;0;0;0;108,94;102,31;109,66;110,38;110,38;113,36;0;121,91;0
1862;TRIBUTADO;NACIONAL;95,51;95,51;0;89,18;0;95,5;0;96,12;96,74;0;0;99,32;0;96,51;83,27;0;97,68;97,68;0;0;95,51;0
1863;CONVÊNIO 118;NACIONAL;0;0;0;0;0;0;2620,44;0;2344,6;0;0;0;0;0;0;0;2344,6;2344,6;0;0;0;2344,6
1865;TRIBUTADO;IMPORTADO;744,92;744,92;0;754;0;744,92;0;749,43;754;0;0;772,85;0;744,92;744,92;0;754;754;0;0;744,92;0
1867;TRIBUTADO;IMPORTADO;364,36;364,36;0;368,8;0;364,36;0;366,57;368,8;0;0;378,03;0;364,36;364,36;0;368,8;368,8;0;0;364,36;0
1872;TRIBUTADO;IMPORTADO;27965,98;27965,98;0;28307,03;0;27965,98;0;28135,48;28307,03;0;0;28307,03;0;27965,98;27965,98;0;28307,03;28307,03;0;0;27965,98;0
1878;TRIBUTADO;IMPORTADO;703,36;703,36;0;713,26;0;703,36;0;708,28;713,26;0;0;733,9;0;703,36;703,36;0;713,26;713,26;0;0;703,36;0
1879;TRIBUTADO;IMPORTADO;1407,06;1407,06;0;1426,85;0;1407,06;0;1416,9;1426,85;0;0;1468,17;0;1407,06;1407,06;0;1426,85;1426,85;0;0;1407,06;0
1917;CONVÊNIO 118;NACIONAL;0;0;0;227,57;0;227,57;0;0;227,57;0;0;0;0;227,57;0;0;227,57;227,57;0;0;0;227,57
1918;CONVÊNIO 118;NACIONAL;0;0;0;246,49;0;246,49;0;0;246,49;0;0;0;0;246,49;0;0;246,49;246,49;0;0;0;246,49
1922;CONVÊNIO 118;NACIONAL;151,05;151,05;151,05;151,05;0;151,05;151,05;151,05;151,05;0;0;151,05;0;151,05;151,05;151,05;151,05;151,05;151,05;0;151,05;151,05
1923;CONVÊNIO 118;IMPORTADO;200,12;200,12;200,12;200,12;0;200,12;200,12;200,12;200,12;0;0;200,12;0;200,12;200,12;200,12;200,12;200,12;200,12;0;200,12;200,12
1924;CONVÊNIO 118;IMPORTADO;582,77;582,77;582,77;582,77;0;582,77;582,77;582,77;582,77;0;0;582,77;0;582,77;582,77;582,77;582,77;582,77;582,77;0;582,77;582,77
1925;CONVÊNIO 118;NACIONAL;68,74;68,74;68,74;68,74;0;68,74;68,74;68,74;68,74;0;0;68,74;0;68,74;68,74;68,74;68,74;68,74;68,74;0;68,74;68,74
1926;CONVÊNIO 118;NACIONAL;221,02;221,02;221,02;221,02;0;221,02;221,02;221,02;221,02;0;0;221,02;0;221,02;221,02;221,02;221,02;221,02;221,02;0;221,02;221,02
1928;CONVÊNIO 118;NACIONAL;65,32;65,32;65,32;65,32;0;65,32;65,32;65,32;65,32;0;0;65,32;0;65,32;65,32;65,32;65,32;65,32;65,32;0;65,32;65,32
1929;CONVÊNIO 118;NACIONAL;169,14;169,14;169,14;169,14;0;169,14;169,14;169,14;169,14;0;0;169,14;0;169,14;169,14;169,14;169,14;169,14;169,14;0;169,14;169,14
1938;TRIBUTADO;NACIONAL;6437,9;6437,9;0;6547,92;0;0;0;0;0;0;0;0;0;6101,59;5720,64;6142,95;6184,1;6184,1;6356,02;0;6825,51;0
1939;TRIBUTADO;NACIONAL;1716,94;1716,94;0;1737,88;0;0;0;0;0;0;0;0;0;1716,94;1716,94;1727,35;1737,88;1737,88;1781,33;0;1716,94;0
1940;TRIBUTADO;NACIONAL;1563,46;1563,46;0;1590,17;0;0;0;0;0;0;0;0;0;1481,79;1389,27;1491,83;1501,83;1501,83;1543,58;0;1657,6;0
1947;TRIBUTADO;IMPORTADO;270,94;270,94;0;274,24;0;270,94;0;272,58;274,24;0;0;281,1;0;270,94;270,94;0;274,24;274,24;0;0;270,94;0
1949;TRIBUTADO;IMPORTADO;163,32;163,32;0;152,5;0;163,31;0;164,36;165,43;0;0;169,84;0;165,02;142,39;0;167,04;167,04;0;0;163,32;0
1954;TRIBUTADO;IMPORTADO;134,86;134,86;0;126,22;0;134,86;0;135,72;136,59;0;0;140,19;0;139,51;117,66;0;141,53;141,53;0;0;134,86;0
1956;;;;;;;;;;;;;;;;;;;;;;;;
1990;TRIBUTADO;IMPORTADO;87,46;87,46;0;88,52;0;87,46;0;87,99;88,52;0;0;90,74;0;87,46;87,46;0;88,52;88,52;0;0;87,46;0
1999;TRIBUTADO;NACIONAL;82,92;82,92;0;83,94;0;0;0;0;0;0;0;0;0;82,92;82,92;83,43;83,94;83,94;86,04;0;82,92;0
2002;CONVÊNIO 118;IMPORTADO;27,02;27,02;0;27,02;0;27,02;29,45;27,02;27,02;0;0;27,02;0;0;27,02;0;27,02;27,02;0;0;27,02;27,02
2007;TRIBUTADO;NACIONAL;111,68;111,68;0;111,05;0;0;0;0;0;0;0;0;0;105,79;99,43;106,48;107,17;107,17;110,03;0;112,7;0
2009;TRIBUTADO;NACIONAL;103,39;103,39;0;105,89;0;0;0;0;0;0;0;0;0;97,93;92,04;98,57;99,21;99,21;101,86;0;109,61;0
2017;TRIBUTADO;IMPORTADO;2157,5;2157,5;0;2183,82;0;2157,5;0;2170,58;2183,82;0;0;2183,82;0;2157,5;2157,5;0;2183,82;2183,82;0;0;2157,5;0
2018;TRIBUTADO;IMPORTADO;4315,01;4315,01;0;4367,63;0;4315,01;0;4341,16;4367,63;0;0;4367,63;0;4315,01;4315,01;0;4367,63;4367,63;0;0;4315,01;0
2061;CONVÊNIO 118;NACIONAL;537,07;537,07;537,07;537,07;0;537,07;537,07;537,07;537,07;0;0;537,07;0;537,07;537,07;537,07;537,07;537,07;537,07;0;537,07;537,07
2068;CONVÊNIO 118;NACIONAL;595,18;595,18;595,18;595,18;0;595,18;664,39;595,18;595,18;0;0;595,18;0;0;595,18;0;595,18;595,18;0;0;595,18;595,18
2072;ISENTO;NACIONAL;6888,53;6888,53;6888,53;6888,53;0;6888,53;0;6888,53;6888,53;0;0;6888,53;0;0;6888,53;0;6888,53;6888,53;0;0;6888,53;6888,53
2081;CONVÊNIO 118;NACIONAL;8023,91;8023,91;8023,91;8023,91;0;8023,91;9667,35;8023,91;8023,91;0;0;8023,91;0;0;8023,91;0;8023,91;8023,91;0;0;8023,91;8023,91
2083;TRIBUTADO;NACIONAL;114,78;116,32;0;119,67;0;0;0;0;0;0;0;0;0;109,7;102,85;110,44;111,19;111,19;114,27;0;114,78;0
