;;; ONCOPROD RS ;; ONCOPROD PE ;;ONCOPROD SP;;;;;;;;ONCOPROD DF;;;;;;; ONCOPROD ES  ;;
C�D;CLASSIFICA��O FISCAL;ORIGEM;  ICMS 17% ;  ICMS 18% ;  ICMS 17% ;  ICMS 18% ; ICMS 12%; ICMS 17%;CLIENTES GO; ICMS 17,5%; ICMS 18%; CLIENTES SP; CLIENTES SPI; ICMS 20% ; ICMS 12%;   ICMS 17% ;   CLIENTES DF ;   ICMS 17,5% ;   ICMS 18% ;  CLIENTES SPI ; ICMS 20% ; ICMS 12%;ICMS 17%;ICMS 18%
4474;TRIBUTADO;NACIONAL;1441,404;1458,981;0;1458,981;0;0;0;0;0;0;0;0;0;1441,404;1441,404;1450,134;1458,981;1458,981;1495,467;0;1441,404;0
4475;TRIBUTADO;IMPORTADO;90,37;91,64;0;91,64;0;90,37;0;91;91,64;0;0;94,29;0;90,37;90,37;0;91,64;91,64;0;0;90,37;0
4476;TRIBUTADO;IMPORTADO;115;116,61;0;116,61;0;115;0;115,8;116,61;0;0;119,99;0;115;115;0;116,61;116,61;0;0;115;0
4477;TRIBUTADO;IMPORTADO;172,92;175,35;0;175,35;0;172,92;0;174,12;175,35;0;0;180,42;0;172,92;172,92;0;175,35;175,35;0;0;172,92;0
4482;TRIBUTADO;NACIONAL;0;0;0;0;0;0;0;0;0;0;0;0;0;76,3;72,63;76,79;77,28;77,28;79,32;0;82,98;0
4490;TRIBUTADO;IMPORTADO;6460,88;6551,77;0;6551,77;0;6460,88;0;6506;6551,77;0;0;6741,45;0;6460,88;6460,88;0;6551,77;6551,77;0;0;6460,88;0
4494;TRIBUTADO;NACIONAL;771,34;781,62;0;771,86;0;0;0;0;0;0;0;0;0;740,08;703,07;744,98;749,95;749,95;770,49;0;800,77;0
4507;TRIBUTADO;NACIONAL;54,46;55,12;0;55,12;0;0;0;0;0;0;0;0;0;54,46;54,46;54,79;55,12;55,12;56,5;0;54,46;0
4509;TRIBUTADO;IMPORTADO;0;0;0;0;0;15,49;0;15,59;15,69;0;0;16,11;0;15,59;13,52;0;16,63;16,63;0;0;15,5;0
4513;TRIBUTADO;NACIONAL;16453,46679;16684,92;0;16684,92;0;0;0;0;0;0;0;0;0;16453,46679;16453,46679;16568,37583;16684,92;16684,92;17167,9818;0;16453,46679;0
4514;TRIBUTADO;NACIONAL;182,84;185,28;0;182,96;0;0;0;0;0;0;0;0;0;175,79;167,01;176,96;178,14;178,14;183,02;0;190,72;0
4517;TRIBUTADO;IMPORTADO;0;0;0;57314,265;0;56519,208;0;56913,969;57314,265;0;0;0;0;56519,21;0;0;57314,27;57314,27;0;0;0;0
4518;TRIBUTADO;NACIONAL;309,86;314,05;0;326,54;0;0;0;0;0;0;0;0;0;360,25;305,53;362,96;365,71;365,71;377,14;0;351,49;0
4520;TRIBUTADO;IMPORTADO;18889,93;19155,66;0;19155,66;0;18889,93;0;19021,87;19155,66;0;0;19710,25;0;18889,93;18889,93;0;19155,66;19155,66;0;0;18889,93;0
4521;ISENTO;NACIONAL;1643,56;1643,56;1643,56;1643,56;0;1643,56;0;1643,56;1643,56;0;0;1643,56;0;0;1643,56;0;1643,56;1643,56;0;0;1643,56;1643,56
4522;TRIBUTADO;IMPORTADO;489,22;495,5;0;457,87;0;489,21;0;492,33;495,49;0;0;508,53;0;492,34;426,84;0;525,02;525,02;0;0;489,22;0
4523;ISENTO;NACIONAL;252,1597478;252,1597478;252,1597478;252,1597478;0;252,1597478;267,2893327;252,1597478;252,1597478;0;0;252,1597478;0;0;252,1597478;0;252,1597478;252,1597478;0;0;252,1597478;252,1597478
4524;ISENTO;NACIONAL;909,192937;909,192937;909,192937;909,192937;0;909,192937;963,7445132;909,192937;909,192937;0;0;909,192937;0;0;909,192937;0;909,192937;909,192937;0;0;909,192937;909,192937
4525;ISENTO;NACIONAL;146,3875459;146,3875459;146,3875459;146,3875459;0;146,3875459;155,1707987;146,3875459;146,3875459;0;0;146,3875459;0;0;146,3875459;0;146,3875459;146,3875459;0;0;146,3875459;146,3875459
4526;ISENTO;NACIONAL;165,4152192;165,4152192;165,4152192;165,4152192;0;165,4152192;175,3401324;165,4152192;165,4152192;0;0;165,4152192;0;0;165,4152192;0;165,4152192;165,4152192;0;0;165,4152192;165,4152192
4532;TRIBUTADO;IMPORTADO;19784,26;20062,57;0;20062,57;0;19784,26;0;19922,45;20062,57;0;0;20643,42;0;19784,26;19784,26;0;20062,57;20062,57;0;0;19784,26;0
4533;TRIBUTADO;IMPORTADO;21232,85;21531,53;0;21531,53;0;21232,85;0;21381,15;21531,53;0;0;22154,91;0;21232,85;21232,85;0;21531,53;21531,53;0;0;21232,85;0
4534;TRIBUTADO;IMPORTADO;668,98;677,55;0;643,82;0;668,98;0;673,24;677,56;0;0;695,39;0;673,27;583,67;0;717,98;717,98;0;0;668,97;0
4537;TRIBUTADO;IMPORTADO;33320,49;33789,21;0;33789,21;0;33320,49;0;33553,19;33789,21;0;0;34767,48;0;33320,49;33320,49;0;33789,21;33789,21;0;0;33320,49;0
4538;TRIBUTADO;IMPORTADO;33320,49;33789,21;0;33789,21;0;33320,49;0;33553,19;33789,21;0;0;34767,48;0;33320,49;33320,49;0;33789,21;33789,21;0;0;33320,49;0
4545;TRIBUTADO;IMPORTADO;9050,85;9178,17;0;9178,17;0;9050,85;0;9114,07;9178,17;0;0;9443,9;0;9050,85;9050,85;0;9178,17;9178,17;0;0;9050,85;0
4546;TRIBUTADO;IMPORTADO;18101,73;18356,37;0;18356,37;0;18101,73;0;18228,17;18356,37;0;0;18887,82;0;18101,73;18101,73;0;18356,37;18356,37;0;0;18101,73;0
4547;TRIBUTADO;IMPORTADO;3835,67;3889,63;0;3889,63;0;3835,67;0;3862,47;3889,63;0;0;4002,24;0;3835,67;3835,67;0;3889,63;3889,63;0;0;3835,67;0
4548;TRIBUTADO;IMPORTADO;5114,23;5186,18;0;5186,18;0;5114,23;0;5149,95;5186,18;0;0;5336,33;0;5114,23;5114,23;0;5186,18;5186,18;0;0;5114,23;0
4549;TRIBUTADO;NACIONAL;0;0;0;2086,598;0;0;0;0;0;0;0;0;0;2057,653;0;2072,024;2086,598;2086,598;0;0;0;0
4550;TRIBUTADO;NACIONAL;0;0;0;8346,376;0;0;0;0;0;0;0;0;0;8230,596;0;8288,083;8346,376;8346,376;0;0;0;0
4554;TRIBUTADO;NACIONAL;1419,51;1436,82;0;1436,82;0;0;0;0;0;0;0;0;0;1419,51;1419,51;1428,11;1436,82;1436,82;1472,74;0;1419,51;0
4557;ISENTO;NACIONAL;9269,89;9269,89;9269,89;9269,89;0;9269,89;9901,93;9269,89;9269,89;0;0;9269,89;0;0;9269,89;0;9269,89;9269,89;0;0;9269,89;9269,89
4558;TRIBUTADO;IMPORTADO;10865,64;11003,18;0;10480,23;0;10865,76;0;10934,09;11003,3;0;0;11289,1;0;10933,87;9485,79;0;11659,07;11659,07;0;0;11141,07;0
4559;TRIBUTADO;IMPORTADO;12248,8;12405,84;0;12342,51;0;12248,55;0;12326,57;12405,59;0;0;12732,05;0;12127,67;11752,83;0;12932,56;12932,56;0;0;12776,47;0
4560;TRIBUTADO;IMPORTADO;5172,18;5244,93;0;5244,93;0;5172,18;0;5208,3;5244,93;0;0;5396,78;0;5172,18;5172,18;0;5244,93;5244,93;0;0;5172,18;0
4561;TRIBUTADO;IMPORTADO;26766,46;27142,99;0;27142,99;0;26766,46;0;26953,4;27142,99;0;0;27928,83;0;26766,46;26766,46;0;27142,99;27142,99;0;0;26766,46;0
4562;TRIBUTADO;IMPORTADO;20688,76;20979,78;0;20979,78;0;20688,76;0;20833,26;20979,78;0;0;21587,19;0;20688,76;20688,76;0;20979,78;20979,78;0;0;20688,76;0
4564;TRIBUTADO;IMPORTADO;225,52;228,41;0;217,04;0;225,53;0;226,96;228,42;0;0;234,43;0;233,28;196,75;0;236,16;236,16;0;0;225,52;0
4565;TRIBUTADO;IMPORTADO;404,4;409,59;0;389,2;0;404,41;0;406,99;409,6;0;0;420,38;0;418,32;352,81;0;423,48;423,48;0;0;404,4;0
4567;TRIBUTADO;IMPORTADO;25584,43;25944,32;0;25944,32;0;25584,43;0;25763,12;25944,32;0;0;26695,46;0;25584,43;25584,43;0;25944,32;25944,32;0;0;25584,43;0
4568;TRIBUTADO;IMPORTADO;24852,95;25202,56;0;25202,56;0;24852,95;;25026,54;25202,56;0;0;25932,22;0;24852,95;24852,95;0;25202,56;25202,56;0;0;24852,95;0
4569;TRIBUTADO;IMPORTADO;3711,88;3764,09;0;3764,09;0;3711,88;0;3737,81;3764,09;0;0;3873,07;0;3711,88;3711,88;0;3764,09;3764,09;0;0;3711,88;0
4570;TRIBUTADO;IMPORTADO;9144,4;9273,03;0;9273,03;0;9144,4;0;9208,27;9273,03;0;0;9541,5;0;9144,4;9144,4;0;9273,03;9273,03;0;0;9144,4;0
4572;TRIBUTADO;IMPORTADO;31,34;31,78;0;31,78;0;31,34;0;31,55;31,78;0;0;32,69;0;31,34;31,34;0;31,78;31,78;0;0;31,34;0
4573;TRIBUTADO;NACIONAL;0;0;0;4167,6;0;0;0;0;0;0;0;0;0;3975,51;0;4001,16;4027,14;4027,14;0;0;0;0
4574;TRIBUTADO;NACIONAL;978,52;991,07;0;915,81;0;0;0;0;0;0;0;0;0;998,04;853,75;1005,12;1012,3;1012,3;1042,07;0;978,52;0
4577;TRIBUTADO;NACIONAL;672,86;681,49;0;718,32;0;0;0;0;0;0;0;0;0;696,92;663,33;701,36;705,86;705,86;724,43;0;743,58;0
4582;TRIBUTADO;NACIONAL;3292,249;3338,561;0;3338,561;0;0;0;0;0;0;0;0;0;3292,249;3292,249;3315,244;3338,561;3338,561;3435,219;0;3292,249;0
4583;TRIBUTADO;NACIONAL;13168,957;13354,205;0;13354,205;0;0;0;0;0;0;0;0;0;13168,957;13168,957;13260,936;13354,205;13354,205;13740,835;0;13168,957;0
4590;TRIBUTADO;NACIONAL;48,79;49,44;0;48,82;0;0;0;0;0;0;0;0;0;46,81;44,47;47,12;47,44;47,44;48,73;0;50,65;0
4658;TRIBUTADO;NACIONAL;452,84;458,37;0;458,37;0;0;0;0;0;0;0;0;0;452,84;452,84;455,59;458,37;458,37;469,83;0;452,84;0
4697;TRIBUTADO;NACIONAL;3478,81;3500,97;0;3485,09;0;0;0;0;0;0;0;0;0;3351,89;3190,35;3373,24;3394,86;3394,86;3484,2;0;3626,27;0
5004;TRIBUTADO;NACIONAL;22240;22521,52;0;22796,23;0;0;0;0;0;0;0;0;0;20191,18;19229,69;20318,17;20446,76;20446,76;20977,85;0;22220,03;0
5005;ISENTO;NACIONAL;12424,11;12424,11;12424,11;12424,11;0;12424,11;0;12424,11;12424,11;0;0;12424,11;0;0;12424,11;0;12424,11;12424,11;0;0;12424,11;12424,11
100000;TRIBUTADO;NACIONAL;14,01;14,21;0;14,21;0;0;0;0;0;0;0;0;0;14,01;14,01;14,11;14,21;14,21;14,62;0;14,01;0
100118;TRIBUTADO;NACIONAL;22,59;22,91;0;22,91;0;0;0;0;0;0;0;0;0;22,59;22,59;22,75;22,91;22,91;23,57;0;22,59;0
100119;TRIBUTADO;NACIONAL;51,43;52,15;0;52,15;0;0;0;0;0;0;0;0;0;51,43;51,43;51,79;52,15;52,15;53,66;0;51,43;0
100120;TRIBUTADO;NACIONAL;67,06;67,93;0;67,03;0;0;0;0;0;0;0;0;0;64,66;61,51;65,08;65,5;65,5;67,25;0;69,79;0
100122;TRIBUTADO;NACIONAL;23,82;24,13;0;23,81;0;0;0;0;0;0;0;0;0;22,98;21,85;23,12;23,27;23,27;23,89;0;24,83;0
100145;TRIBUTADO;NACIONAL;20,99;21,24;0;21,24;0;0;0;0;0;0;0;0;0;20,99;20,99;21,12;21,24;21,24;21,78;0;20,99;0
100146;TRIBUTADO;NACIONAL;40,02;40,51;0;40,51;0;0;0;0;0;0;0;0;0;40,02;40,02;40,27;40,51;40,51;41,53;0;40,02;0
100184;TRIBUTADO;NACIONAL;6,92;7;0;7;0;0;0;0;0;0;0;0;0;6,92;6,92;6,96;7;7;7,18;0;6,92;0
100364;TRIBUTADO;NACIONAL;6,08;6,16;0;6,16;0;0;0;0;0;0;0;0;0;6,08;6,08;6,12;6,16;6,16;6,31;0;6,08;0
100365;TRIBUTADO;NACIONAL;7,59;7,68;0;7,68;0;0;0;0;0;0;0;0;0;7,59;7,59;7,64;7,68;7,68;7,88;0;7,59;0
100366;TRIBUTADO;NACIONAL;9,42;9,54;0;9,54;0;0;0;0;0;0;0;0;0;9,42;9,42;9,48;9,54;9,54;9,78;0;9,42;0
100370;TRIBUTADO;NACIONAL;27,83;28,17;0;28,17;0;0;0;0;0;0;0;0;0;27,83;27,83;28;28,17;28,17;28,88;0;27,83;0
100381;TRIBUTADO;NACIONAL;18,04;18,26;0;18,26;0;0;0;0;0;0;0;0;0;18,04;18,04;18,15;18,26;18,26;18,71;0;18,04;0
100429;TRIBUTADO;NACIONAL;15,75;15,95;0;16,53;0;0;0;0;0;0;0;0;0;15,2;14,46;15,29;15,39;15,39;15,8;0;15,75;0
100602;TRIBUTADO;IMPORTADO;133,37;135,11;0;124,54;0;133,37;0;134,23;135,1;0;0;138,71;0;134,23;116,3;0;143,15;143,15;0;0;133,37;0
100648;TRIBUTADO;IMPORTADO;45,99;46,55;0;46,55;0;45,99;0;46,27;46,55;0;0;47,71;0;45,99;45,99;0;46,55;46,55;0;0;45,99;0
100651;TRIBUTADO;NACIONAL;23,89;24,18;0;24,18;0;0;0;0;0;0;0;0;0;23,89;23,89;24,04;24,18;24,18;24,79;0;23,89;0
100653;TRIBUTADO;NACIONAL;45,4;45,95;0;45,95;0;0;0;0;0;0;0;0;0;45,4;45,4;45,67;45,95;45,95;47,1;0;45,4;0
100878;TRIBUTADO;NACIONAL;8,67;8,78;0;8,78;0;0;0;0;0;0;0;0;0;8,67;8,67;8,73;8,78;8,78;9;0;8,67;0
100879;TRIBUTADO;NACIONAL;8,43;8,54;0;8,48;0;0;0;0;0;0;0;0;0;8,1;7,7;8,15;8,2;8,2;8,42;0;8,8;0
100899;TRIBUTADO;NACIONAL;11,89;12,05;0;12,05;0;0;0;0;0;0;0;0;0;11,89;11,89;11,97;12,05;12,05;12,4;0;11,89;0
100900;TRIBUTADO;NACIONAL;42,99;43,6;0;43,6;0;0;0;0;0;0;0;0;0;42,99;42,99;43,29;43,6;43,6;44,86;0;42,99;0
101004;TRIBUTADO;NACIONAL;13,67;13,84;0;13,74;0;0;0;0;0;0;0;0;0;13,12;12,48;13,2;13,29;13,29;13,64;0;14,26;0
101007;TRIBUTADO;NACIONAL;17,84;18,07;0;17,93;0;0;0;0;0;0;0;0;0;17,11;16,28;17,22;17,33;17,33;17,79;0;18,6;0
101013;TRIBUTADO;NACIONAL;13,75;13,93;0;13,83;0;0;0;0;0;0;0;0;0;13,19;12,55;13,28;13,36;13,36;13,72;0;14,34;0
101031;TRIBUTADO;NACIONAL;20,84;21,11;0;19,68;0;0;0;0;0;0;0;0;0;25,97;25,97;26,14;26,31;26,31;27,04;0;21,73;0
101032;TRIBUTADO;NACIONAL;10,2;10,83;0;10,83;0;0;0;0;0;0;0;0;0;10,07;10,67;10,75;10,83;10,83;11,16;0;11,27;0
101137;TRIBUTADO;NACIONAL;28,61;29,01;0;29,01;0;0;0;0;0;0;0;0;0;28,61;28,61;28,81;29,01;29,01;29,85;0;28,61;0
101138;TRIBUTADO;NACIONAL;31,82;32,27;0;32,27;0;0;0;0;0;0;0;0;0;31,82;31,82;32,04;32,27;32,27;33,2;0;31,82;0
101139;TRIBUTADO;NACIONAL;32,73;33,19;0;33,19;0;0;0;0;0;0;0;0;0;32,73;32,73;32,96;33,19;33,19;34,16;0;32,73;0
101275;TRIBUTADO;IMPORTADO;49,82;50,53;0;50,53;0;49,82;0;50,17;50,53;0;0;51,99;0;49,82;49,82;0;50,53;50,53;0;0;49,82;0
101349;TRIBUTADO;NACIONAL;10,9;11,04;0;10,96;0;0;0;0;0;0;0;0;0;10,45;9,94;10,52;10,59;10,59;10,87;0;11,37;0
101471;TRIBUTADO;NACIONAL;12,55;12,72;0;12,56;0;0;0;0;0;0;0;0;0;12,13;11,54;12,21;12,29;12,29;12,61;0;13,09;0
101474;TRIBUTADO;NACIONAL;11,74;11,9;0;11,9;0;0;0;0;0;0;0;0;0;11,74;11,74;11,82;11,9;11,9;12,25;0;11,74;0
101475;TRIBUTADO;NACIONAL;73,35;74,38;0;74,38;0;0;0;0;0;0;0;0;0;73,35;73,35;73,87;74,38;74,38;76,54;0;73,35;0
101502;TRIBUTADO;IMPORTADO;16,06;16,26;0;16,26;0;16,06;0;16,16;16,26;0;0;16,66;0;16,06;16,06;0;16,26;16,26;0;0;16,06;0
101504;TRIBUTADO;NACIONAL;22,302208;22,302208;0;22,302208;0;0;0;0;0;0;0;0;0;22,302208;22,302208;22,302208;22,302208;22,302208;22,302208;0;22,302208;0
101627;TRIBUTADO;IMPORTADO;0;0;0;0;0;146,96;0;147,89;148,84;0;0;152,76;0;147,89;128,22;0;157,71;157,71;0;0;146,96;0
101644;TRIBUTADO;NACIONAL;7,6;7,7;0;7,7;0;0;0;0;0;0;0;0;0;7,6;7,6;7,65;7,7;7,7;7,89;0;7,6;0
101645;TRIBUTADO;NACIONAL;7,82;7,91;0;7,91;0;0;0;0;0;0;0;0;0;7,82;7,82;7,87;7,91;7,91;8,11;0;7,82;0
101731;TRIBUTADO;NACIONAL;6,99;7,08;0;7,04;0;0;0;0;0;0;0;0;0;6,74;6,42;6,79;6,83;6,83;7,01;0;7,3;0
101752;TRIBUTADO;NACIONAL;43,61;44,22;0;44,22;0;0;0;0;0;0;0;0;0;43,61;43,61;43,91;44,22;44,22;45,5;0;43,61;0
101948;TRIBUTADO;IMPORTADO;54,85;55,61;0;49,12;0;54,83;0;55,21;55,6;0;0;57,18;0;55,23;46,56;0;55,61;55,61;0;0;54,85;0
101991;TRIBUTADO;NACIONAL;14,61;14,79;0;14,79;0;0;0;0;0;0;0;0;0;14,61;14,61;14,7;14,79;14,79;15,16;0;14,61;0
102048;TRIBUTADO;NACIONAL;28,66;29,01;0;29,01;0;0;0;0;0;0;0;0;0;28,66;28,66;28,84;29,01;29,01;29,74;0;28,66;0
102430;TRIBUTADO;NACIONAL;11,89;12,04;0;12,04;0;0;0;0;0;0;0;0;0;11,89;11,89;11,96;12,04;12,04;12,34;0;11,89;0
102509;TRIBUTADO;NACIONAL;50,71;51,37;0;48,09;0;0;0;0;0;0;0;0;0;48,58;46,21;48,89;49,21;49,21;50,52;0;52,89;0
102527;TRIBUTADO;NACIONAL;125,78;127,55;0;126,79;0;0;0;0;0;0;0;0;0;123,17;116,93;124;124,83;124,83;128,3;0;125,78;0
102766;TRIBUTADO;NACIONAL;8,48;8,6;0;8,6;0;0;0;0;0;0;0;0;0;8,48;8,48;8,54;8,6;8,6;8,85;0;8,48;0
102904;TRIBUTADO;NACIONAL;28,16;28,5;0;28,5;0;0;0;0;0;0;0;0;0;28,16;28,16;28,33;28,5;28,5;29,21;0;28,16;0
102958;TRIBUTADO;NACIONAL;9,89;10,01;0;10,01;0;0;0;0;0;0;0;0;0;9,89;9,89;9,95;10,01;10,01;10,26;0;9,89;0
102970;TRIBUTADO;NACIONAL;10,49;10,62;0;10,62;0;0;0;0;0;0;0;0;0;10,49;10,49;10,56;10,62;10,62;10,89;0;10,49;0
102972;TRIBUTADO;NACIONAL;11,6;11,74;0;11,74;0;0;0;0;0;0;0;0;0;11,6;11,6;11,67;11,74;11,74;12,04;0;11,6;0
102974;TRIBUTADO;NACIONAL;12,67;12,83;0;12,83;0;0;0;0;0;0;0;0;0;12,67;12,67;12,75;12,83;12,83;13,15;0;12,67;0
102976;TRIBUTADO;NACIONAL;15,27;15,45;0;15,45;0;0;0;0;0;0;0;0;0;15,27;15,27;15,36;15,45;15,45;15,84;0;15,27;0
103075;TRIBUTADO;NACIONAL;14,9;15,09;0;15,09;0;0;0;0;0;0;0;0;0;14,9;14,9;14,99;15,09;15,09;15,46;0;14,9;0
103076;TRIBUTADO;NACIONAL;25,2;25,51;0;25,51;0;0;0;0;0;0;0;0;0;25,2;25,2;25,36;25,51;25,51;26,15;0;25,2;0
103110;TRIBUTADO;NACIONAL;5,61;5,69;0;5,8;0;0;0;0;0;0;0;0;0;5,38;5,12;5,42;5,45;5,45;5,6;0;5,6;0
103112;TRIBUTADO;NACIONAL;11,09;11,24;0;11,48;0;0;0;0;0;0;0;0;0;10,67;10,15;10,74;10,81;10,81;11,1;0;11,1;0
103114;TRIBUTADO;NACIONAL;19,46;19,71;0;20,12;0;0;0;0;0;0;0;0;0;18,71;17,79;18,83;18,95;18,95;19,45;0;19,46;0
103118;TRIBUTADO;NACIONAL;111,36;112,79;0;116,61;0;0;0;0;0;0;0;0;0;100,55;95,71;101,19;101,84;101,84;104,52;0;111,36;0
103225;TRIBUTADO;IMPORTADO;101,98;103,22;0;103,22;0;101,98;0;102,59;103,22;0;0;105,8;0;101,98;101,98;0;103,22;103,22;0;0;101,98;0
103226;TRIBUTADO;IMPORTADO;203,95;206,44;0;206,44;0;203,95;0;205,19;206,44;0;0;211,6;0;203,95;203,95;0;206,44;206,44;0;0;203,95;0
103227;TRIBUTADO;IMPORTADO;407,89;412,87;0;412,87;0;407,89;0;410,36;412,87;0;0;423,19;0;407,89;407,89;0;412,87;412,87;0;0;407,89;0
103359;TRIBUTADO;IMPORTADO;62,22;62,98;0;62,98;0;62,22;0;62,59;62,98;0;0;64,55;0;62,22;62,22;0;62,98;62,98;0;0;62,22;0
103647;TRIBUTADO;NACIONAL;7,13;7,22;0;7,14;0;0;0;0;0;0;0;0;0;7,13;6,78;7,17;7,22;7,22;7,41;0;7,43;0
103767;TRIBUTADO;NACIONAL;14,7;14,89;0;15,4;0;0;0;0;0;0;0;0;0;14,13;13,45;14,22;14,31;14,31;14,69;0;14,7;0
104461;TRIBUTADO;IMPORTADO;102,12;103,56;0;103,56;0;102,12;0;102,83;103,56;0;0;106,56;0;102,12;102,12;0;103,56;103,56;0;0;102,12;0
104466;TRIBUTADO;IMPORTADO;79,73;80,85;0;80,85;0;79,73;0;80,29;80,85;0;0;83,19;0;79,73;79,73;0;80,85;80,85;0;0;79,73;0
104486;TRIBUTADO;IMPORTADO;13,76;13,93;0;13,93;0;13,76;0;13,84;13,93;0;0;14,28;0;13,76;13,76;0;13,93;13,93;0;0;13,76;0
104722;TRIBUTADO;NACIONAL;194,6;197,34;0;197,34;0;0;0;0;0;0;0;0;0;194,6;194,6;195,96;197,34;197,34;203,05;0;194,6;0
104895;TRIBUTADO;IMPORTADO;50,45;51,2;0;51,2;0;50,45;0;50,82;51,2;0;0;52,77;0;50,82;43,67;0;51,2;51,2;0;0;50,44;0
104916;TRIBUTADO;NACIONAL;150,16;151,99;0;151,99;0;0;0;0;0;0;0;0;0;150,16;150,16;151,07;151,99;151,99;155,79;0;150,16;0
104930;TRIBUTADO;IMPORTADO;171,55;173,65;0;173,65;0;171,55;0;172,59;173,65;0;0;177,99;0;171,55;171,55;0;173,65;173,65;0;0;171,55;0
104942;TRIBUTADO;NACIONAL;134,57;136,21;0;136,21;0;0;0;0;0;0;0;0;0;134,57;134,57;135,38;136,21;136,21;139,61;0;134,57;0
104950;TRIBUTADO;NACIONAL;144,69;146,45;0;146,45;0;0;0;0;0;0;0;0;0;144,69;144,69;145,56;146,45;146,45;150,11;0;144,69;0
104951;TRIBUTADO;NACIONAL;129,6;131,18;0;131,18;0;0;0;0;0;0;0;0;0;129,6;129,6;130,39;131,18;131,18;134,46;0;129,6;0
105283;TRIBUTADO;IMPORTADO;11,13;11,27;0;10,01;0;10,27;0;10,34;10,4;0;0;10,69;0;11,19;11,07;0;10,4;10,4;0;0;11,07;0
109243;TRIBUTADO;IMPORTADO;114,4168;116,0242;0;116,0242;0;114,4168;0;115,2158;116,0242;0;0;119,3894;0;114,4168;114,4168;0;116,0242;116,0242;0;0;114,4168;0
109244;TRIBUTADO;IMPORTADO;245,1896;248,6394;0;248,6394;0;245,1896;0;246,9004;248,6394;0;0;255,8304;0;245,1896;245,1896;0;248,6394;248,6394;0;0;245,1896;0
109245;TRIBUTADO;IMPORTADO;245,1896;248,6394;0;248,6394;0;245,1896;0;246,9004;248,6394;0;0;255,8304;0;245,1896;245,1896;0;248,6394;248,6394;0;0;245,1896;0
109300;TRIBUTADO;NACIONAL;20,9;21,18;0;21,01;0;0;0;0;0;0;0;0;0;20,05;19,07;20,18;20,31;20,31;20,85;0;21,57;0
109643;TRIBUTADO;NACIONAL;201,6410032;204,1;0;204,1;0;0;0;0;0;0;0;0;0;201,6410032;201,6410032;202,8629499;204,1;204,1;209,2025;0;201,6410032;0
109644;TRIBUTADO;NACIONAL;136,58;138,4;0;136,67;0;0;0;0;0;0;0;0;0;131,02;124,47;131,89;132,77;132,77;136,4;0;139,52;0
109665;ISENTO;IMPORTADO;836,67;836,67;836,67;836,67;0;836,67;983,09;836,67;836,67;0;0;836,67;0;0;836,67;0;836,67;836,67;0;0;836,67;836,67
109745;TRIBUTADO;NACIONAL;11734,29;11899,37;0;11899,37;0;0;0;0;0;0;0;0;0;11734,29;11734,29;11816,26;11899,37;11899,37;12243,87;0;11734,29;0
109746;TRIBUTADO;IMPORTADO;6358,52;6436,06;0;6436,06;0;6358,52;0;6397,05;6436,06;0;0;6596,96;0;6358,52;6358,52;0;6436,06;6436,06;0;0;6358,52;0
109771;TRIBUTADO;NACIONAL;679,34;687,62;0;687,62;0;0;0;0;0;0;0;0;0;679,34;679,34;683,45;687,62;687,62;704,81;0;679,34;0
109773;TRIBUTADO;NACIONAL;1358,64;1375,21;0;1375,21;0;0;0;0;0;0;0;0;0;1358,64;1358,64;1366,87;1375,21;1375,21;1409,59;0;1358,64;0
109774;TRIBUTADO;NACIONAL;339,65;343,79;0;343,79;0;0;0;0;0;0;0;0;0;339,65;339,65;341,71;343,79;343,79;352,39;0;339,65;0
109779;TRIBUTADO;NACIONAL;6190,61;6274,66;0;6274,66;0;0;0;0;0;0;0;0;0;6190,61;6190,61;6232,35;6274,66;6274,66;6449,83;0;6190,61;0
109789;TRIBUTADO;IMPORTADO;4634,66;4691,18;0;4691,18;0;4634,66;0;4662,75;4691,18;0;0;4808,46;0;4634,66;4634,66;0;4691,18;4691,18;0;0;4634,66;0
109805;TRIBUTADO;NACIONAL;0;0;0;26701,97;0;0;0;0;0;0;0;0;0;25471,22;0;25635,55;25802,01;25802,01;0;0;0;0
109835;TRIBUTADO;NACIONAL;0;0;0;0;0;0;0;0;0;0;0;0;0;476,65;476,65;479,54;482,46;482,46;494,53;0;0;0
109839;TRIBUTADO;NACIONAL;25855,87;26179,07;0;26925,93;0;0;0;0;0;0;0;0;0;25173,15;23988,54;25329,51;25487,82;25487,82;26141,35;0;25832,64;0
109863;TRIBUTADO;IMPORTADO;0;0;0;731,944;0;723,125;0;727,508;731,944;0;0;0;0;723,13;0;0;731,94;731,94;0;0;0;0
109864;TRIBUTADO;IMPORTADO;0;0;0;2788,58;0;2754,99;0;2771,68;2788,58;0;0;0;0;2754,99;0;0;2788,58;2788,58;0;0;0;0
109877;TRIBUTADO;NACIONAL;37,8;38,28;0;41,41;0;0;0;0;0;0;0;0;0;39,64;37,73;39,89;40,15;40,15;41,21;0;42,86;0
109881;ISENTO;NACIONAL;2688,19578;2688,19578;2688,19578;2688,19578;0;2688,19578;3064,543189;2688,19578;2688,19578;0;0;2688,19578;0;0;2688,19578;0;2688,19578;2688,19578;0;0;2688,19578;2688,19578
