;;; ONCOPROD RS ;; ONCOPROD PE ;;ONCOPROD SP;;;;;;;;ONCOPROD DF;;;;;;; ONCOPROD ES  ;;
C�D;CLASSIFICA��O FISCAL;ORIGEM;  ICMS 17% ;  ICMS 18% ;  ICMS 17% ;  ICMS 18% ; ICMS 12%; ICMS 17%;CLIENTES GO; ICMS 17,5%; ICMS 18%; CLIENTES SP; CLIENTES SPI; ICMS 20% ; ICMS 12%;   ICMS 17% ;   CLIENTES DF ;   ICMS 17,5% ;   ICMS 18% ;  CLIENTES SPI ; ICMS 20% ; ICMS 12%;ICMS 17%;ICMS 18%
1337;TRIBUTADO;NACIONAL;44,28;44,85;0;44,62;0;0;0;0;0;0;0;0;0;46,2;40,44;42,76;43,03;43,03;44,17;0;46,2;0
1341;TRIBUTADO;IMPORTADO;944,76;957,02;0;882,2;0;944,72;0;950,82;956,99;0;0;982,55;0;950,85;823,77;0;1014,04;1014,04;0;0;944,74;0
1344;ISENTO;NACIONAL;49,728;49,728;49,728;49,728;0;49,728;52,71168;49,728;49,728;0;0;49,728;0;0;49,728;0;49,728;49,728;0;0;49,728;49,728
1345;TRIBUTADO;IMPORTADO;95,65;96,89;0;89,31;0;95,65;0;96,26;96,89;0;0;99,47;0;96,97;83,4;0;103,04;103,04;0;0;95,65;0
1346;TRIBUTADO;IMPORTADO;186,74;189,17;0;174,38;0;186,74;0;187,95;189,17;0;0;194,21;0;189,36;162,83;0;201,21;201,21;0;0;186,74;0
1353;TRIBUTADO;NACIONAL;38,1;38,56;0;38,56;0;0;0;0;0;0;0;0;0;38,1;38,1;38,33;38,56;38,56;39,53;0;38,1;0
1355;TRIBUTADO;IMPORTADO;1289,27736;1305;0;1305;0;1289,27736;0;1297,090395;1305;0;0;1337,625;0;1289,28;1289,27736;0;1305;1305;0;0;1289,27736;0
1358;TRIBUTADO;IMPORTADO;1761,85432;1783,34;0;1783,34;0;1761,85432;0;1772,531176;1783,34;0;0;1827,9235;0;1761,85;1761,85432;0;1783,34;1783,34;0;0;1761,85432;0
1359;ISENTO;NACIONAL;2909,56;2909,56;2909,56;2909,56;0;2909,56;2909,56;2909,56;2909,56;0;0;2909,56;0;0;2909,56;0;2909,56;2909,56;0;0;2909,56;2909,56
1363;TRIBUTADO;IMPORTADO;15,1156656;15,3;0;15,3;0;15,1156656;0;15,2072667;15,3;0;0;15,6825;0;15,12;15,1156656;0;15,3;15,3;0;0;15,1156656;0
1364;ISENTO;NACIONAL;2859,73;2859,73;2859,73;2859,73;0;2859,73;0;2859,73;2859,73;0;0;2859,73;0;0;2859,73;0;2859,73;2859,73;0;0;2859,73;2859,73
1370;ISENTO;NACIONAL;1374,25;1374,25;1374,25;1374,25;0;1374,25;1465,86;1374,25;1374,25;0;0;1374,25;0;0;1374,25;0;1374,25;1374,25;0;0;1374,25;1374,25
1372;TRIBUTADO;NACIONAL;97,92;99,17;0;99,3;0;0;0;0;0;0;0;0;0;88,96;84,67;89,52;90,1;90,1;92,47;0;97,92;0
1373;TRIBUTADO;NACIONAL;216,4;219,21;0;221,13;0;0;0;0;0;0;0;0;0;205,02;192,53;206,37;207,72;207,72;213,34;0;216,4;0
1374;TRIBUTADO;NACIONAL;1193,1;1207,66;0;1207,66;0;0;0;0;0;0;0;0;0;1193,1;1193,1;1200,33;1207,66;1207,66;1237,83;0;1193,1;0
1376;ISENTO;NACIONAL;3670,57;3670,57;3670,57;3670,57;0;3670,57;4476,3;3670,57;3670,57;0;0;3670,57;0;0;3670,57;0;3670,57;3670,57;0;0;3670,57;3670,57
1388;TRIBUTADO;NACIONAL;764,55;774,48;0;702,54;0;0;0;0;0;0;0;0;0;690,68;656,99;695,14;699,65;699,65;718,31;0;797,49;0
1394;TRIBUTADO;NACIONAL;2436,59;2467,83;0;2440,42;0;0;0;0;0;0;0;0;0;2348,33;2235,15;2363,28;2378,43;2378,43;2441,02;0;2540,5;0
1395;TRIBUTADO;NACIONAL;730,97;740,35;0;732,12;0;0;0;0;0;0;0;0;0;704,5;670,55;708,99;713,54;713,54;732,31;0;762,16;0
1402;TRIBUTADO;NACIONAL;72,59;73,52;0;73,15;0;0;0;0;0;0;0;0;0;69,64;66,28;70,08;70,53;70,53;72,38;0;75,72;0
1403;TRIBUTADO;IMPORTADO;350,75;355,3;0;327,52;0;350,74;0;353;355,29;0;0;364,78;0;363,42;305,82;0;368,76;368,76;0;0;350,74;0
1404;TRIBUTADO;IMPORTADO;196,72;199,24;0;184,11;0;196,71;0;197,97;199,23;0;0;204,48;0;197,97;171,64;0;211,11;211,11;0;0;196,72;0
1406;TRIBUTADO;NACIONAL;221,14;223,84;0;223,84;0;0;0;0;0;0;0;0;0;221,14;221,14;222,48;223,84;223,84;229,44;0;221,14;0
1419;TRIBUTADO;NACIONAL;0;0;0;4004,16;0;0;0;0;0;0;0;0;0;3823,68;0;3848,35;3873,34;3873,34;0;0;0;0
1421;TRIBUTADO;NACIONAL;265,06;268,46;0;278,28;0;0;0;0;0;0;0;0;0;235,58;224,23;237,08;238,6;238,6;244,88;0;265,07;0
1432;TRIBUTADO;IMPORTADO;762,89;772,19;0;772,19;0;762,89;0;767,52;772,19;0;0;791,5;0;762,89;762,89;0;772,19;772,19;0;0;762,89;0
1433;TRIBUTADO;IMPORTADO;1144,39;1158,34;0;1158,34;0;1144,39;0;1151,32;1158,34;0;0;1187,3;0;1144,39;1144,39;0;1158,34;1158,34;0;0;1144,39;0
1434;TRIBUTADO;IMPORTADO;2288,75;2316,67;0;2316,67;0;2288,75;0;2302,62;2316,67;0;0;2374,58;0;2288,75;2288,75;0;2316,67;2316,67;0;0;2288,75;0
1437;TRIBUTADO;NACIONAL;77,13;78,13;0;77,09;0;0;0;0;0;0;0;0;0;74,39;70,76;74,87;75,36;75,36;77,37;0;80,4;0
1444;TRIBUTADO;NACIONAL;94,17;95,38;0;94,9;0;0;0;0;0;0;0;0;0;90,34;85,99;90,92;91,5;91,5;93,91;0;98,23;0
1465;TRIBUTADO;IMPORTADO;2687,97;2722,88;0;2695,08;0;2687,98;0;2705,32;2722,89;0;0;2795,5;0;2654,4;2317,08;0;2820,42;2820,42;0;0;2796,16;0
1491;TRIBUTADO;IMPORTADO;188,46;190,76;0;190,76;0;188,46;0;189,6;190,76;0;0;195,53;0;188,46;188,46;0;190,76;190,76;0;0;188,46;0
1495;TRIBUTADO;NACIONAL;194,04;196,53;0;203,71;0;0;0;0;0;0;0;0;0;187,29;178,27;188,48;189,69;189,69;194,68;0;194,04;0
1517;ISENTO;NACIONAL;7138,52;7138,52;7138,52;7138,52;0;7138,52;0;7138,52;7138,52;0;0;7138,52;0;0;7138,52;0;7138,52;7138,52;0;0;7138,52;7138,52
1531;TRIBUTADO;IMPORTADO;115,07;116,57;0;107,45;0;98,32;0;98,96;99,6;0;0;102,25;0;115,81;98,63;0;105,53;105,53;0;0;115,07;0
1532;TRIBUTADO;IMPORTADO;60,93;61,72;0;56,9;0;52,03;0;52,37;52,71;0;0;63,37;0;61,32;52,23;0;55,85;55,85;0;0;60,93;0
1535;ISENTO;NACIONAL;74,06;74,06;74,06;74,06;0;74,06;0;74,06;74,06;0;0;74,06;0;0;74,06;0;74,06;74,06;0;0;74,06;74,06
1540;ISENTO;IMPORTADO;2437,01;2437,01;2437,01;2437,01;0;2437,01;2863,49;2437,01;2437,01;0;0;2437,01;0;0;2437,01;0;2437,01;2437,01;0;0;2437,01;2437,01
1541;ISENTO;IMPORTADO;382,28;382,28;382,28;382,28;0;382,28;449,18;382,28;382,28;0;0;382,28;0;0;382,28;0;382,28;382,28;0;0;382,28;382,28
1554;TRIBUTADO;NACIONAL;17,08;17,3;0;17,08;0;0;0;0;0;0;0;0;0;16,53;15,72;16,64;16,75;16,75;17,19;0;17,81;0
1563;TRIBUTADO;IMPORTADO;203,42;206,03;0;203,3;0;217,22;0;218,6;220;0;0;225,79;0;218,6;189,52;0;233,11;233,11;0;0;217,22;0
1572;TRIBUTADO;NACIONAL;11994,88;12146,71;0;12620,55;0;0;0;0;0;0;0;0;0;11456,43;10773,44;11529,38;11603,27;11603,27;11908,54;0;11994,88;0
1583;ISENTO;NACIONAL;10906,96;10906,96;10906,96;10906,96;0;10906,96;11650,62;10906,96;10906,96;0;0;10906,96;0;0;10906,96;0;10906,96;10906,96;0;0;10906,96;10906,96
1584;TRIBUTADO;NACIONAL;178,65;180,83;0;180,83;0;0;0;0;0;0;0;0;0;178,65;178,65;179,73;180,83;180,83;185,35;0;178,65;0
1585;TRIBUTADO;NACIONAL;124,27;125,79;0;125,79;0;0;0;0;0;0;0;0;0;124,27;124,27;125,03;125,79;125,79;128,93;0;124,27;0
1598;TRIBUTADO;NACIONAL;0;0;0;1127,11;0;0;0;0;0;0;0;0;0;1074,7;1022,27;0;1088,65;1088,65;0;0;0;0
1609;ISENTO;IMPORTADO;982,47;982,47;982,47;982,47;0;982,47;1158,81;982,47;982,47;0;0;982,47;0;0;982,47;0;982,47;982,47;0;0;982,47;982,47
1628;TRIBUTADO;NACIONAL;567,38;574,84;0;569,11;0;0;0;0;0;0;0;0;0;548,02;520,96;551,6;555,23;555,23;570,24;0;591,83;0
1637;TRIBUTADO;NACIONAL;57,34;58,08;0;57,64;0;0;0;0;0;0;0;0;0;55,42;52,71;55,77;56,14;56,14;57,63;0;59,81;0
1642;ISENTO;NACIONAL;603,6;603,6;603,6;603,6;603,6;603,6;0;603,6;603,6;0;0;603,6;0;0;603,6;0;603,6;603,6;0;0;603,6;603,6
1656;TRIBUTADO;IMPORTADO;15,73;15,93;0;11,73;0;12,56;0;12,64;12,72;0;0;13,06;0;16,85;10,95;0;13,48;13,48;0;0;12,55;0
1661;TRIBUTADO;NACIONAL;520,08;526,43;0;526,43;0;0;0;0;0;0;0;0;0;520,08;520,08;523,24;526,43;526,43;539,59;0;520,08;0
1663;TRIBUTADO;IMPORTADO;0;0;0;0;0;110,46;0;109,76;110,46;0;0;113,37;0;109,76;95,16;0;117,04;117,04;0;0;109,06;0
1664;TRIBUTADO;IMPORTADO;67,08;67,9;0;67,9;0;67,08;0;67,49;67,9;0;0;69,6;0;67,08;67,08;0;67,9;67,9;0;0;67,08;0
1667;ISENTO;NACIONAL;108,5761152;108,5761152;108,5761152;108,5761152;0;108,5761152;115,0906821;108,5761152;108,5761152;0;0;108,5761152;0;0;108,5761152;0;108,5761152;108,5761152;0;0;108,5761152;108,5761152
1675;ISENTO;IMPORTADO;98,24;98,24;98,24;98,24;0;98,24;115,87;98,24;98,24;0;0;98,24;0;0;98,24;0;98,24;98,24;0;0;98,24;98,24
1676;ISENTO;IMPORTADO;327,48;327,48;327,48;327,48;0;327,48;386,26;327,48;327,48;0;0;327,48;0;0;327,48;0;327,48;327,48;0;0;327,48;327,48
1710;ISENTO;NACIONAL;76,13;76,13;76,13;76,13;0;76,13;80,6978;76,13;76,13;0;0;76,13;0;0;76,13;0;76,13;76,13;0;0;76,13;76,13
1721;ISENTO;NACIONAL;120,1229568;120,1229568;120,1229568;120,1229568;0;120,1229568;127,3303342;120,1229568;120,1229568;0;0;120,1229568;0;0;120,1229568;0;120,1229568;120,1229568;0;0;120,1229568;120,1229568
1750;ISENTO;IMPORTADO;440,85;440,85;440,85;440,85;0;440,85;517,05;440,85;440,85;0;0;440,85;0;0;440,85;0;440,85;440,85;0;0;440,85;440,85
1751;ISENTO;IMPORTADO;4206,52;4206,52;4206,52;4206,52;0;4206,52;4206,52;4206,52;4206,52;0;0;4206,52;0;0;4206,52;0;4206,52;4206,52;0;0;4206,52;4206,52
1782;TRIBUTADO;NACIONAL;152,44;154,39;0;153,61;0;0;0;0;0;0;0;0;0;146,24;139,19;147,17;148,11;148,11;152,01;0;159,01;0
1783;TRIBUTADO;IMPORTADO;128,94;130,62;0;120,41;0;128,94;0;129,77;130,62;0;0;134,1;0;134,1;112,43;0;143,01;143,01;0;0;128,95;0
1787;ISENTO (EXCETO EM DF);NACIONAL;45,538416;45,538416;45,538416;45,538416;0;48,27072096;48,27072096;45,538416;48,27072096;0;0;45,538416;0;0;48,27072096;0;48,27072096;48,27072096;0;0;45,538416;45,538416
1798;ISENTO;NACIONAL;153,1030637;153,1030637;153,1030637;153,1030637;0;153,1030637;162,2892475;153,1030637;153,1030637;0;0;153,1030637;0;0;153,1030637;0;153,1030637;153,1030637;0;0;153,1030637;153,1030637
1815;ISENTO;NACIONAL;251,7659021;251,7659021;251,7659021;251,7659021;0;251,7659021;266,8718562;251,7659021;251,7659021;0;0;251,7659021;0;0;251,7659021;0;251,7659021;251,7659021;0;0;251,7659021;251,7659021
1857;TRIBUTADO;NACIONAL;105,4;106,77;0;105,97;0;0;0;0;0;0;0;0;0;101,12;96,19;101,77;102,43;102,43;105,16;0;109,95;0
1862;TRIBUTADO;IMPORTADO;83,35;84,44;0;77,83;0;83,35;0;83,89;84,43;0;0;86,68;0;86,67;72,68;0;92,44;92,44;0;0;83,35;0
1863;ISENTO;NACIONAL;0;0;0;2114,35;0;2114,35;2394,9;2114,35;2114,35;0;0;2114,35;0;0;2114,35;0;2114,35;2114,35;0;0;0;2114,35
1867;TRIBUTADO;IMPORTADO;328,5732;332,5801902;0;332,5801902;0;328,5732;0;330,5645527;332,5801902;0;0;340,894695;0;328,57;328,5732;0;332,58;332,58;0;0;328,5732;0
1872;TRIBUTADO;IMPORTADO;25219,573;25527,13;0;25527,13;0;25219,573;0;25372,42;25527,13;0;0;25527,13;0;25219,57;25219,573;0;25527,13;25527,13;0;0;25219,573;0
1878;TRIBUTADO;IMPORTADO;634,3;643,21;0;643,21;0;634,3;0;638,72;643,217528;0;0;661,84;0;634,3;634,300563;0;643,21;643,21;0;0;634,3;0
1879;TRIBUTADO;IMPORTADO;1268,88;1286,73;0;1286,73;0;1268,88;0;1277,75;1286,73;0;0;1323,99;0;1268,88;1268,88;0;1286,73;1286,73;0;0;1268,88;0
1917;ISENTO (EXCETO EM DF);NACIONAL;0;0;0;189,49;0;189,49;0;189,49;189,49;0;0;189,49;0;0;0;0;202,26;202,26;0;0;0;202,26
1918;ISENTO (EXCETO EM DF);NACIONAL;0;0;0;202,34;0;249,65;249,65;202,34;249,65;0;0;202,34;0;0;0;0;249,65;249,65;0;0;0;249,65
1922;ISENTO;NACIONAL;120,8368022;120,8368022;120,8368022;120,8368022;0;120,8368022;128,0870104;120,8368022;120,8368022;0;0;120,8368022;0;0;120,8368022;0;120,8368022;120,8368022;0;0;120,8368022;120,8368022
1923;ISENTO;NACIONAL;160,0983014;160,0983014;160,0983014;160,0983014;0;160,0983014;169,7041995;160,0983014;160,0983014;0;0;160,0983014;0;0;160,0983014;0;160,0983014;160,0983014;0;0;160,0983014;160,0983014
1924;ISENTO;NACIONAL;466,2149184;466,2149184;466,2149184;466,2149184;0;466,2149184;494,1878135;466,2149184;466,2149184;0;0;466,2149184;0;0;466,2149184;0;466,2149184;466,2149184;0;0;466,2149184;466,2149184
1925;ISENTO;NACIONAL;54,99071424;54,99071424;54,99071424;54,99071424;0;54,99071424;58,29015709;54,99071424;54,99071424;0;0;54,99071424;0;0;54,99071424;0;54,99071424;54,99071424;0;0;54,99071424;54,99071424
1926;ISENTO;NACIONAL;176,8121309;176,8121309;176,8121309;176,8121309;0;176,8121309;187,4208587;176,8121309;176,8121309;0;0;176,8121309;0;0;176,8121309;0;176,8121309;176,8121309;0;0;176,8121309;176,8121309
1928;ISENTO;NACIONAL;52,25840928;52,25840928;52,25840928;52,25840928;0;52,25840928;55,39391384;52,25840928;52,25840928;0;0;52,25840928;0;0;52,25840928;0;52,25840928;52,25840928;0;0;52,25840928;52,25840928
1929;ISENTO;IMPORTADO;135,3106339;135,3106339;135,3106339;135,3106339;0;135,3106339;154,2541227;135,3106339;135,3106339;0;0;135,3106339;0;0;135,3106339;0;135,3106339;135,3106339;0;0;135,3106339;135,3106339
1938;TRIBUTADO;NACIONAL;5900,88;5979,56;0;5904,87;0;0;0;0;0;0;0;0;0;5662,56;5379,43;5700,06;5738,06;5738,06;5895,27;0;6193,32;0
1939;TRIBUTADO;NACIONAL;1548,32;1567,21;0;1567,21;0;0;0;0;0;0;0;0;0;1548,32;1548,32;1557,71;1567,21;1567,21;1606,39;0;1548,32;0
1940;TRIBUTADO;NACIONAL;1433,05;1452,15;0;1434,02;0;0;0;0;0;0;0;0;0;1375,17;1306,41;1384,28;1393,51;1393,51;1431,69;0;1494,81;0
1947;TRIBUTADO;IMPORTADO;244,34;247,32;0;247,32;0;244,34;0;245,82;247,32;0;0;253,5;0;244,34;244,34;0;247,32;247,32;0;0;244,34;0
1949;TRIBUTADO;IMPORTADO;142,53;144,38;0;133,09;0;142,53;0;143,44;144,38;0;0;148,22;0;148,23;124,28;0;158,07;158,07;0;0;142,52;0
1954;TRIBUTADO;IMPORTADO;117,7;119,21;0;110,16;0;117,7;0;118,45;119,21;0;0;122,34;0;122,4;102,69;0;130,52;130,52;0;0;117,7;0
1956;TRIBUTADO;IMPORTADO;49,72;50,39;0;46,21;0;49,71;0;50,05;50,38;0;0;51,77;0;50,05;43,29;0;50,39;50,39;0;0;49,71;0
1990;TRIBUTADO;IMPORTADO;78,87;79,83;0;79,83;0;78,87;0;79,35;79,83;0;0;81,83;0;78,87;78,87;0;79,83;79,83;0;0;78,87;0
1999;TRIBUTADO;NACIONAL;74,78;75,7;0;75,7;0;0;0;0;0;0;0;0;0;74,78;74,78;75,24;75,7;75,7;77,59;0;74,78;0
2002;ISENTO;IMPORTADO;16,67;16,67;0;16,67;0;16,67;19,74;16,67;16,67;0;0;16,67;0;0;16,67;0;16,67;16,67;0;0;16,67;16,67
2007;TRIBUTADO;NACIONAL;101,63;102,87;0;100,15;0;0;0;0;0;0;0;0;0;98,11;93,38;98,73;99,37;99,37;101,98;0;101,63;0
2009;TRIBUTADO;NACIONAL;91,91;93,03;0;93,03;0;0;0;0;0;0;0;0;0;90,92;86,53;91,49;92,08;92,08;94,5;0;91,91;0
2017;TRIBUTADO;IMPORTADO;1945,624;1969,351;0;1969,351;0;1945,624;0;1957,415;1969,351;0;0;1969,351;0;1945,62;1945,624;0;1969,35;1969,35;0;0;1945,624;0
2018;TRIBUTADO;IMPORTADO;3891,246;3938,701;0;3938,701;0;3891,246;0;3914,83;3938,701;0;0;3938,701;0;3891,25;3891,246;0;3938,7;3938,7;0;0;3891,246;0
2061;ISENTO;NACIONAL;429,6566333;429,6566333;429,6566333;429,6566333;0;429,6566333;455,4360313;429,6566333;429,6566333;0;0;429,6566333;0;0;429,6566333;0;429,6566333;429,6566333;0;0;429,6566333;429,6566333
2068;ISENTO;NACIONAL;536,73;536,73;536,73;536,73;0;536,73;572,51;536,73;536,73;0;0;536,73;0;0;536,73;0;536,73;536,73;0;0;536,73;536,73
2072;ISENTO;NACIONAL;6212,04;6212,04;6212,04;6212,04;0;6212,04;0;6212,04;6212,04;0;0;6212,04;0;0;6212,04;0;6212,04;6212,04;0;0;6212,04;6212,04
2078;TRIBUTADO;IMPORTADO;110,41;111,76;0;111,76;0;110,41;0;111,08;111,76;0;0;114,55;0;110,41;110,41;0;111,76;111,76;0;0;110,41;0
2081;ISENTO;NACIONAL;7235,91;7235,91;7235,91;7235,91;0;7235,91;7670,0646;7235,91;7235,91;0;0;7235,91;0;0;7235,91;0;7235,91;7235,91;0;0;7235,91;7235,91
2083;TRIBUTADO;NACIONAL;103,51;104,89;0;106,6;0;0;0;0;0;0;0;0;0;99,51;94,54;100,17;100,84;100,84;103,6;0;103,51;0
2084;TRIBUTADO;NACIONAL;69,61;70,54;0;71,68;0;0;0;0;0;0;0;0;0;66,92;63,58;67,37;67,82;67,82;69,67;0;69,61;0
2094;ISENTO (EXCETO EM DF);NACIONAL;201,9197981;201,9197981;201,9197981;201,9197981;0;214,034986;214,034986;201,9197981;214,034986;0;0;201,9197981;0;0;214,034986;0;214,034986;214,034986;0;0;201,9197981;201,9197981
2103;ISENTO;IMPORTADO;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2115;TRIBUTADO;NACIONAL;0;0;0;0;0;0;0;0;0;0;0;0;0;2055,7;1955,42;2068,96;2082,4;2082,4;2137,93;0;2274,31;0
2116;ISENTO;IMPORTADO;214,498247;214,498247;214,498247;214,498247;0;214,498247;244,5280016;214,498247;214,498247;0;0;214,498247;0;0;214,498247;0;214,498247;214,498247;0;0;214,498247;214,498247
2128;ISENTO;NACIONAL;1852,47;1852,47;1852,47;1852,47;0;1852,47;0;1852,47;1852,47;0;0;1852,47;0;0;1852,47;0;1852,47;1852,47;0;0;1852,47;1852,47
2180;ISENTO;IMPORTADO;0;0;0;28,31;0;28,31;33,21;28,31;28,31;0;0;28,31;0;0;28,31;0;28,31;28,31;0;0;0;28,31
2181;ISENTO;IMPORTADO;0;0;0;64,9;0;64,9;76,12;64,9;64,9;0;0;64,9;0;0;64,9;0;64,9;64,9;0;0;0;64,9
2183;ISENTO;NACIONAL;684,12;684,12;684,12;684,12;0;684,12;0;684,12;684,12;0;0;684,12;0;0;684,12;0;684,12;684,12;0;0;684,12;684,12
3001;TRIBUTADO;NACIONAL;967;979,56;0;972,21;0;0;0;0;0;0;0;0;0;927,85;882,59;933,83;939,9;939,9;964,96;0;1008,68;0
3009;TRIBUTADO;NACIONAL;2128,79;2154,76;0;2154,76;0;0;0;0;0;0;0;0;0;2128,79;2128,79;2141,7;2154,76;2154,76;2208,63;0;2128,79;0
3014;TRIBUTADO;IMPORTADO;822,32;833;0;789,6;0;822,33;0;827,63;833,01;0;0;855,22;0;827,62;717,02;0;882,65;882,65;0;0;822,31;0
3015;TRIBUTADO;IMPORTADO;1059,32;1073,08;0;1017,17;0;1059,33;0;1066,16;1073,09;0;0;1101,7;0;1066,14;923,67;0;1137,04;1137,04;0;0;1059,31;0
3017;TRIBUTADO;IMPORTADO;411,22;416,43;0;396,64;0;411,23;0;413,81;416,43;0;0;427,25;0;413,81;359;0;441,25;441,25;0;0;411,22;0
3019;TRIBUTADO;NACIONAL;1009,92;1022,23;0;1022,23;0;0;0;0;0;0;0;0;0;1009,92;1009,92;1016,04;1022,23;1022,23;1047,8;0;1009,92;0
3021;TRIBUTADO;IMPORTADO;31,6;32;0;29,58;0;31,6;0;31,8;32,01;0;0;32,85;0;32,86;27,57;0;35,05;35,05;0;0;31,6;0
3022;TRIBUTADO;IMPORTADO;126,65;128,28;0;118,53;0;126,65;0;127,45;128,27;0;0;131,65;0;131,71;110,5;0;140,45;140,45;0;0;126,65;0
3023;TRIBUTADO;IMPORTADO;158,33;160,36;0;148,18;0;158,32;0;159,33;160,35;0;0;164,57;0;164,64;138,14;0;175,57;175,57;0;0;158,33;0
3025;TRIBUTADO;IMPORTADO;214,01;216,75;0;205,96;0;214,01;0;215,38;216,75;0;0;222,46;0;215,37;186,72;0;229,68;229,68;0;0;214,01;0
3026;TRIBUTADO;IMPORTADO;289,53;293,24;0;278,64;0;289,53;0;291,37;293,24;0;0;300,96;0;291,37;252,6;0;310,72;310,72;0;0;289,52;0
3028;TRIBUTADO;IMPORTADO;1058,72;1071,63;0;1071,63;0;1058,72;0;1065,14;1071,63;0;0;1098,43;0;1058,72;1058,72;0;1071,63;1071,63;0;0;1058,72;0
3030;TRIBUTADO;NACIONAL;2128,79;2154,76;0;2154,76;0;0;0;0;0;0;0;0;0;2128,79;2128,79;2141,7;2154,76;2154,76;2208,63;0;2128,79;0
3039;TRIBUTADO;NACIONAL;22,61;22,91;0;23,51;0;0;0;0;0;0;0;0;0;20,19;19,17;20,32;20,46;20,46;21,03;0;22,6;0
3041;TRIBUTADO;IMPORTADO;256,22;259,34;0;259,34;0;256,22;0;257,77;259,34;0;0;265,83;0;256,22;256,22;0;259,34;259,34;0;0;256,22;0
3045;TRIBUTADO;NACIONAL;172,98;175,2;0;181,61;0;0;0;0;0;0;0;0;0;166,78;158,74;167,84;168,92;168,92;173,37;0;172,98;0
3046;TRIBUTADO;NACIONAL;166,72;168,86;0;175,03;0;0;0;0;0;0;0;0;0;160,93;153,18;161,96;163;163;167,28;0;166,73;0
3051;TRIBUTADO;IMPORTADO;39,49;40;0;36,97;0;39,5;0;39,75;40;0;0;41,06;0;41,07;34,46;0;43,8;43,8;0;0;41,14;0
3068;TRIBUTADO;NACIONAL;443,26;448,87;0;455,21;0;0;0;0;0;0;0;0;0;443,26;422,16;446,05;448,87;448,87;460,53;0;449,7256299;0
3082;TRIBUTADO;NACIONAL;6,21;6,29;0;6,22;0;0;0;0;0;0;0;0;0;6,16;5,86;6,19;6,23;6,23;6,4;0;6,47;0
3083;TRIBUTADO;NACIONAL;7319,77;7412,42;0;7613,05;0;0;0;0;0;0;0;0;0;6996,19;6580,31;7040,78;7085,93;7085,93;7272,5;0;7319,77;0
3084;TRIBUTADO;NACIONAL;11711,63;11859,88;0;12180,88;0;0;0;0;0;0;0;0;0;11193,91;10528,49;11265,24;11337,49;11337,49;11636;0;11859,88;0
3088;TRIBUTADO;NACIONAL;378,99;384,11;0;378,31;0;0;0;0;0;0;0;0;0;364,23;345,79;366,68;369,15;369,15;379,41;0;395,31;0
3089;TRIBUTADO;NACIONAL;684,03;693,27;0;682,82;0;0;0;0;0;0;0;0;0;658,51;625,17;662,93;667,41;667,41;685,95;0;713,5;0
3090;TRIBUTADO;NACIONAL;1140,06;1155,46;0;1278,63;0;0;0;0;0;0;0;0;0;1097,52;1041,95;1104,89;1112,35;1112,35;1143,25;0;1189,18;0
3098;TRIBUTADO;NACIONAL;8106,95;8205,82;0;8205,82;0;0;0;0;0;0;0;0;0;8106,95;8106,95;8156,08;8205,82;8205,82;8410,96;0;8106,95;0
3118;ISENTO;NACIONAL;787,26;787,26;787,26;787,26;0;787,26;0;787,26;787,26;0;0;787,26;0;0;787,26;0;787,26;787,26;0;0;787,26;787,26
3119;ISENTO;NACIONAL;1009,57;1009,57;1009,57;1009,57;0;1009,57;0;1009,57;1009,57;0;0;1009,57;0;0;1009,57;0;1009,57;1009,57;0;0;1009,57;1009,57
3179;TRIBUTADO;IMPORTADO;302,82;307,03;0;279,35;0;302,83;0;304,92;307,03;0;0;315,81;0;316,61;263,16;0;321,64;321,64;0;0;302,82;0
3238;TRIBUTADO;NACIONAL;86,91;88,07;0;86,97;0;0;0;0;0;0;0;0;0;83,72;79,54;84,28;84,84;84,84;87,16;0;90,66;0
3252;TRIBUTADO;IMPORTADO;2248,36;2279,99;0;2279,99;0;2248,36;0;2264,06;2279,99;0;0;2346;0;2248,36;2248,36;0;2279,99;2279,99;0;0;2248,36;0
3263;ISENTO;NACIONAL;0;0;0;0;0;689,37;0;0;689,37;0;0;0;0;0;689,37;0;689,37;689,37;0;0;689,37;689,37
3266;TRIBUTADO;NACIONAL;6069,6;6143,6256;0;6143,6256;0;0;0;0;0;0;0;0;0;6069,6;6069,6;6106,3872;6143,6256;6143,6256;0;0;6069,6;0
3267;TRIBUTADO;NACIONAL;0;0;0;0;0;0;0;0;0;0;0;0;0;49376,68;49376,68;49721,55;50071,26;50071,26;51520,92;0;49376,68;0
3367;ISENTO;NACIONAL;211,57;211,57;211,57;211,57;0;211,57;224,2642;211,57;211,57;0;0;211,57;0;0;211,57;0;211,57;211,57;0;0;211,57;211,57
3419;ISENTO;NACIONAL;0;0;0;968,33;968,33;968,33;1033,61;968,33;968,33;0;0;968,33;0;0;0;0;968,33;968,33;0;0;0;968,33
3432;TRIBUTADO;NACIONAL;18567,072;18793,5072;0;18793,5072;0;0;0;0;0;0;0;0;0;18567,072;18567,072;18679,6032;18793,5072;18793,5072;0;0;18567,072;0
3435;TRIBUTADO;NACIONAL;52,71;53,39;0;51,28;0;0;0;0;0;0;0;0;0;50,56;48,09;50,89;51,22;51,22;52,58;0;53,2;0
