CODIGO_INTERNO;             ;             FAB;             VALIDADE      ;             ESTOQUE     
12185        ;21110288                      ;011121    ;301123    ;26        
12185        ;22050114                      ;010522    ;300524    ;60        
12187        ;M202849                       ;310322    ;280224    ;200       
12188        ;M113996                       ;311221    ;301123    ;155       
12189        ;M112817                       ;301121    ;301023    ;150       
12190        ;M111588                       ;311021    ;300923    ;34        
12193        ;M200696                       ;260122    ;301223    ;92        
12198        ;0921.007                      ;200921    ;300923    ;6         
12216        ;PTD2173A                      ;140522    ;300424    ;6         
12216        ;PTD2278A                      ;200522    ;300424    ;32        
12284        ;78QG2741                      ;150721    ;300723    ;180       
12284        ;78QI3603                      ;150921    ;300823    ;84        
12287        ;J1052                         ;010622    ;300627    ;72        
12287        ;J1683                         ;010922    ;300927    ;70        
12287        ;J1693                         ;010922    ;300927    ;130       
12288        ;J1557                         ;010822    ;300827    ;75        
12290        ;J1222                         ;010722    ;300727    ;58        
12290        ;J1537                         ;010822    ;300827    ;100       
12291        ;J1563                         ;010822    ;300827    ;35        
12292        ;J1441                         ;010822    ;300827    ;78        
12293        ;J617                          ;010322    ;300327    ;1400      
12293        ;J623                          ;010322    ;300327    ;400       
12294        ;I704                          ;010821    ;300826    ;2465      
12294        ;I721                          ;010821    ;300826    ;1201      
12295        ;I1454                         ;011221    ;301226    ;3500      
12295        ;I1571                         ;011221    ;301226    ;1500      
12295        ;I730                          ;010821    ;300826    ;2132      
12295        ;J163                          ;010122    ;300127    ;2000      
12295        ;J245                          ;010222    ;280227    ;2150      
12295        ;J334                          ;010222    ;280227    ;1250      
12296        ;J1289                         ;010722    ;300727    ;1500      
12296        ;J304                          ;010222    ;280227    ;2650      
12296        ;J307                          ;010222    ;280227    ;871       
12296        ;J666                          ;010422    ;300427    ;2700      
12296        ;J677                          ;010422    ;300427    ;300       
12297        ;J1452                         ;010822    ;300827    ;126       
12297        ;J1466                         ;010822    ;300827    ;154       
12297        ;J1467                         ;010822    ;300827    ;95        
12298        ;J1119                         ;010622    ;300627    ;20        
12298        ;J1135                         ;010622    ;300627    ;80        
12298        ;J1243                         ;010722    ;300727    ;54        
12298        ;J1517                         ;010822    ;300827    ;512       
12299        ;J1431                         ;010822    ;300827    ;331       
12299        ;J1500                         ;010822    ;300827    ;189       
12300        ;J1569                         ;010822    ;300827    ;56        
12301        ;J1129                         ;010622    ;300627    ;48        
12301        ;J1239                         ;010722    ;300727    ;4         
12301        ;J1620                         ;010922    ;300927    ;704       
12302        ;J1357                         ;010722    ;300727    ;22        
12302        ;J1664                         ;010922    ;300927    ;204       
12310        ;20210402                      ;010421    ;300426    ;6         
12347        ;210502                        ;010521    ;300526    ;15        
12348        ;210608                        ;010621    ;300626    ;4         
12349        ;20210506                      ;010521    ;300526    ;3         
12350        ;20210402                      ;300421    ;300426    ;6         
12376        ;21070026                      ;160621    ;300623    ;176       
12391        ;J1349                         ;010722    ;300727    ;75        
12391        ;J1364                         ;010722    ;300727    ;198       
12391        ;J1566                         ;010822    ;300827    ;100       
12392        ;J1370                         ;010722    ;300727    ;402       
12392        ;J1471                         ;010822    ;300827    ;48        
12392        ;J1496                         ;010822    ;300827    ;512       
12392        ;J1552                         ;010822    ;300827    ;128       
12393        ;21070764                      ;140721    ;300723    ;215       
12393        ;21070765                      ;140721    ;300723    ;646       
12393        ;22010163                      ;030122    ;300124    ;824       
12393        ;22010164                      ;030122    ;300124    ;960       
12393        ;22010166                      ;030122    ;300124    ;552       
12393        ;22010170                      ;030122    ;300124    ;164       
12393        ;22050539                      ;020522    ;300524    ;20        
12408        ;J1201                         ;010722    ;300727    ;157       
12408        ;J1229                         ;010722    ;300727    ;68        
12408        ;J1547                         ;010822    ;300827    ;400       
12411        ;2204489                       ;240322    ;300324    ;152       
12412        ;20501522                      ;010622    ;300624    ;48        
12412        ;20501622                      ;010622    ;300624    ;132       
12446        ;21100357                      ;011021    ;301023    ;101       
12446        ;22010477                      ;030122    ;300124    ;791       
12446        ;22030041                      ;010322    ;300324    ;454       
12447        ;21100494                      ;011021    ;301023    ;723       
12447        ;22030118                      ;010322    ;300324    ;216       
12447        ;22030851                      ;190322    ;300324    ;792       
12448        ;AZ-012/22M                    ;250422    ;300324    ;300       
12448        ;AZ-013/22M                    ;040522    ;300424    ;40        
12448        ;AZ-014/22M                    ;050522    ;300424    ;22        
12455        ;B21F1685                      ;190621    ;300624    ;2488      
12457        ;PTC5320A                      ;011121    ;301023    ;5         
12489        ;2387A60                       ;011120    ;301025    ;1270      
12489        ;2577B60                       ;011220    ;301125    ;969       
12489        ;2578A60                       ;011220    ;301025    ;600       
12490        ;2207011                       ;120522    ;300524    ;1884      
12490        ;2207014                       ;190522    ;300524    ;3432      
12490        ;2207015                       ;190522    ;300524    ;2395      
12490        ;2207018                       ;170522    ;300524    ;3358      
12490        ;2207247                       ;230522    ;300524    ;444       
12490        ;2207279                       ;230522    ;300524    ;3355      
12490        ;2207280                       ;230522    ;300524    ;3298      
12490        ;2208829                       ;230622    ;300624    ;94        
12490        ;2208830                       ;230622    ;300624    ;3560      
12490        ;2209696                       ;070722    ;300724    ;3259      
12490        ;2209832                       ;090722    ;300724    ;2069      
12490        ;2209833                       ;120722    ;300724    ;1317      
12491        ;0522/22                       ;200522    ;300424    ;23        
12492        ;78QG2713                      ;130721    ;300723    ;2         
12496        ;21120243                      ;011221    ;301224    ;40        
12499        ;78QI3883                      ;300921    ;300923    ;86        
12502        ;22040715                      ;110422    ;300424    ;11        
12520        ;22080589                      ;010822    ;300824    ;1970      
12520        ;22080845                      ;180822    ;300824    ;6000      
12521        ;21070462                      ;010721    ;300724    ;9         
12522        ;22020508                      ;010222    ;280225    ;25        
12525        ;21J0141                       ;081021    ;301023    ;99        
12526        ;21070656                      ;010721    ;300123    ;12        
12550        ;0953/22                       ;030922    ;300824    ;79        
12550        ;0964/22                       ;050922    ;300824    ;271       
12550        ;0965/22                       ;060922    ;300824    ;385       
12550        ;0966/22                       ;060922    ;300824    ;344       
12563        ;0921                          ;070921    ;300926    ;4         
12641        ;22I36I                        ;170922    ;300924    ;58        
12655        ;21K0077                       ;041121    ;301123    ;280       
12655        ;21K0078                       ;041121    ;301123    ;199       
12656        ;21K0348                       ;251121    ;301123    ;131       
12670        ;066048                        ;201221    ;301223    ;28485     
12670        ;066049                        ;201221    ;301223    ;30615     
12670        ;066486                        ;291221    ;301223    ;29740     
12670        ;066487                        ;291221    ;301223    ;30508     
12670        ;066488                        ;291221    ;301223    ;29760     
12670        ;066563                        ;271221    ;301223    ;20779     
12670        ;066567                        ;070122    ;300124    ;10172     
12670        ;066568                        ;070122    ;300124    ;30540     
12670        ;066569                        ;070122    ;300124    ;22313     
12670        ;066570                        ;070122    ;300124    ;11675     
12670        ;068594                        ;040422    ;300424    ;11124     
12670        ;068595                        ;040422    ;300424    ;17640     
12670        ;068596                        ;040422    ;300424    ;29739     
12670        ;068597                        ;040422    ;300424    ;29951     
12670        ;068598                        ;070422    ;300424    ;28828     
12670        ;068599                        ;070422    ;300424    ;29619     
12670        ;068601                        ;070422    ;300424    ;19779     
12673        ;233792                        ;220420    ;300425    ;4         
12674        ;233282                        ;191219    ;301224    ;69        
12687        ;009516                        ;090522    ;300424    ;4         
12687        ;009617                        ;110522    ;300424    ;120       
12695        ;809822                        ;270122    ;300124    ;17        
12695        ;812622                        ;040222    ;280224    ;128       
12695        ;887422                        ;190722    ;300724    ;125       
12709        ;74QG2673                      ;260721    ;300623    ;480       
12709        ;74QG2872                      ;260721    ;300623    ;800       
12711        ;20354                         ;030820    ;300823    ;266       
12711        ;21072                         ;020321    ;300324    ;493       
12718        ;78QH3162                      ;170821    ;300823    ;76        
12719        ;78RC0969                      ;080322    ;300324    ;168       
12719        ;78RC0970                      ;080322    ;300324    ;400       
12721        ;78QM4894                      ;031221    ;301223    ;50        
12722        ;78QF2470                      ;280621    ;300623    ;180       
12723        ;78QK4330                      ;271021    ;301023    ;599       
12727        ;233302                        ;111219    ;301224    ;171       
12728        ;233292                        ;130520    ;300525    ;169       
12729        ;2210046                       ;290422    ;300424    ;8170      
12729        ;2210066                       ;020522    ;300524    ;18000     
12729        ;2210114                       ;020522    ;300524    ;18000     
12729        ;2210139                       ;020522    ;300524    ;24200     
12729        ;2210213                       ;020522    ;300524    ;18000     
12729        ;2210214                       ;020522    ;300524    ;9000      
12729        ;2211831                       ;250522    ;300524    ;27        
12729        ;2211930                       ;250522    ;300524    ;39        
12729        ;2212573                       ;010622    ;300624    ;137       
12729        ;2212578                       ;030622    ;030624    ;600       
12729        ;2212635                       ;030622    ;030624    ;200       
12729        ;2212708                       ;030622    ;300624    ;12        
12729        ;2212709                       ;030622    ;300624    ;3600      
12729        ;2212712                       ;030622    ;300624    ;6241      
12729        ;2212713                       ;030622    ;300624    ;182       
12729        ;2212714                       ;030622    ;300624    ;6162      
12731        ;233297                        ;030320    ;300325    ;4         
12732        ;AS-001/22M                    ;270122    ;301223    ;31        
12737        ;22100536                      ;011022    ;011024    ;25        
12739        ;.                             ;          ;          ;4500      
12739        ;HC242                         ;010621    ;300626    ;500       
12739        ;LCM                           ;010621    ;300626    ;594       
12739        ;LCM03                         ;011221    ;301226    ;360       
12739        ;LCM06                         ;          ;300427    ;8940      
12740        ;HC241                         ;010621    ;300626    ;5000      
12740        ;LCM                           ;010621    ;300626    ;4683      
12741        ;HC240                         ;011221    ;301226    ;775       
12741        ;LCM06                         ;010422    ;300427    ;6442      
12743        ;22H0216                       ;120822    ;300824    ;76        
12761        ;22A163                        ;081221    ;301223    ;183       
12774        ;067973                        ;190322    ;300324    ;11719     
12774        ;067974                        ;190322    ;300324    ;9460      
12774        ;067975                        ;190322    ;300324    ;12046     
12774        ;067977                        ;210322    ;300324    ;11643     
12774        ;069422                        ;120522    ;300524    ;2000      
12774        ;069423                        ;120522    ;300524    ;11400     
12774        ;069424                        ;120522    ;300524    ;11910     
12774        ;069425                        ;120522    ;300524    ;7990      
12776        ;1068883                       ;101221    ;301223    ;308       
12776        ;1069672                       ;040222    ;280224    ;255       
12777        ;KYU01                         ;010821    ;300726    ;7464      
12778        ;KYU01                         ;010821    ;300726    ;7143      
12780        ;KYU01                         ;010821    ;300726    ;5820      
12792        ;78RA0252                      ;020222    ;280224    ;63        
12800        ;1064310                       ;130821    ;300823    ;33        
12801        ;AFJ7522008A                   ;010322    ;280224    ;5579      
12809        ;21100103                      ;011021    ;301024    ;300       
12810        ;21110104                      ;011121    ;301124    ;210       
12811        ;AQ-054/22M                    ;100322    ;280224    ;95        
12811        ;AQ-055/22M                    ;110322    ;280224    ;260       
12813        ;U002/22                       ;020222    ;300723    ;140       
12816        ;2145251                       ;300621    ;300623    ;35        
12825        ;220405                        ;010422    ;300327    ;1700      
12827        ;LTI01                         ;011121    ;301123    ;20458     
12828        ;44190006                      ;040521    ;300523    ;40        
12829        ;027                           ;010422    ;300427    ;770       
12829        ;028                           ;010522    ;300527    ;400       
12829        ;029                           ;010522    ;300527    ;950       
12829        ;030                           ;010522    ;300527    ;4000      
12831        ;LP009M                        ;010520    ;300525    ;5610      
12832        ;LP005M                        ;010322    ;300325    ;86400     
12833        ;LP005M                        ;010322    ;300325    ;8000      
12833        ;LP007M                        ;010422    ;300425    ;13500     
12833        ;LP009M                        ;010522    ;300525    ;600       
12833        ;LP011M                        ;010722    ;300725    ;12600     
12834        ;LP013M                        ;010722    ;300725    ;18905     
12836        ;2153818                       ;011121    ;301126    ;69        
12837        ;2153816                       ;011121    ;301126    ;46        
12838        ;21E10                         ;010521    ;300526    ;12        
12874        ;22C26N                        ;010322    ;300324    ;3         
12874        ;22F82C                        ;090622    ;300624    ;120       
12875        ;2203689                       ;170322    ;300324    ;2300      
12882        ;78QL4540                      ;101121    ;301123    ;3         
12883        ;C2109072                      ;010521    ;300423    ;8         
12885        ;C2109429                      ;010621    ;300523    ;1         
12889        ;22D0550                       ;290422    ;300424    ;64        
12892        ;2207700                       ;040422    ;300424    ;3287      
12892        ;2207701                       ;040422    ;300424    ;49200     
12893        ;2205335                       ;230222    ;280224    ;2559      
12893        ;2212984                       ;300522    ;300524    ;96        
12895        ;2204045                       ;150222    ;280224    ;58800     
12895        ;2204367                       ;160222    ;280224    ;93296     
12896        ;1055212                       ;040621    ;300623    ;303       
12896        ;1055222                       ;080721    ;300723    ;15        
12897        ;2203681                       ;150322    ;300324    ;24        
12902        ;FP479/22-HC                   ;010722    ;300724    ;761       
12904        ;FP258/22-CC                   ;010422    ;300424    ;1152      
12904        ;FP421/22-CC                   ;010722    ;300624    ;1200      
12937        ;22D0228                       ;130422    ;300324    ;50        
12938        ;068846                        ;090422    ;300424    ;4         
12980        ;12262071                      ;210422    ;300324    ;39        
13008        ;2109677                       ;030821    ;300823    ;1317      
13027        ;052027                        ;010522    ;300524    ;8960      
13027        ;052030                        ;010522    ;300524    ;79        
13038        ;EP0322010A                    ;010122    ;301223    ;10        
13040        ;PTD0038A                      ;010122    ;301223    ;70        
13041        ;22040075                      ;290322    ;290324    ;467       
13045        ;012785                        ;290322    ;300324    ;872       
13045        ;012807                        ;300322    ;300324    ;4884      
13045        ;012808                        ;010422    ;300324    ;4291      
13045        ;012926                        ;180422    ;300424    ;4514      
13046        ;M105427                       ;310521    ;300424    ;3276      
13072        ;2106848                       ;040321    ;300323    ;176       
13073        ;BL-012/22                     ;300422    ;300424    ;417       
13073        ;BL-023/22                     ;190722    ;300624    ;500       
13074        ;DFC4366A                      ;011121    ;301024    ;252       
13077        ;0490/22                       ;010522    ;300424    ;89        
13077        ;0576/22                       ;030622    ;300524    ;77        
13077        ;0577/22                       ;060622    ;300524    ;123       
13086        ;21090193                      ;010921    ;010923    ;36        
13102        ;22030209                      ;010322    ;300324    ;16        
13103        ;22080289                      ;010822    ;300825    ;17        
13103        ;22080450                      ;010822    ;300825    ;13        
13103        ;22080808                      ;050822    ;300825    ;158       
13103        ;22090465                      ;010922    ;300925    ;48        
13104        ;22090748                      ;210922    ;210925    ;192       
13112        ;22080385                      ;010822    ;300824    ;100       
13113        ;22051069                      ;190522    ;300524    ;33        
13113        ;22100606                      ;031022    ;031024    ;288       
13117        ;22020554                      ;020222    ;300823    ;18        
13124        ;22010653                      ;200122    ;300125    ;20        
13158        ;22040809                      ;190422    ;300424    ;36        
13160        ;22060568                      ;010622    ;300624    ;63        
13161        ;21060125                      ;010621    ;300623    ;22        
13161        ;21070830                      ;210721    ;300723    ;48        
13162        ;22020322                      ;010222    ;280224    ;975       
13163        ;22040711                      ;110422    ;300424    ;2         
13164        ;22020640                      ;140222    ;280224    ;5         
13164        ;22050168                      ;010522    ;300524    ;24        
13165        ;009434                        ;010222    ;300124    ;25        
13165        ;009565                        ;120722    ;300624    ;100       
13197        ;777055                        ;160222    ;280224    ;212       
13198        ;772722                        ;190122    ;300124    ;690       
13199        ;796170                        ;130622    ;300625    ;105       
13199        ;799149                        ;050722    ;300725    ;50        
13202        ;22F14R                        ;160622    ;300624    ;4392      
13202        ;22F36M                        ;100622    ;300624    ;4344      
13202        ;22F48F                        ;080622    ;300624    ;4320      
13202        ;22F835                        ;010622    ;300624    ;1032      
13202        ;22G08X                        ;210722    ;300724    ;2724      
13202        ;22H15L                        ;080822    ;080824    ;1008      
13202        ;22H38H                        ;040822    ;300824    ;2088      
13202        ;22H39H                        ;040822    ;300824    ;1008      
13202        ;22H42H                        ;040822    ;300824    ;1992      
13202        ;22H64E                        ;030822    ;300824    ;1344      
13202        ;22H660                        ;280722    ;300724    ;2100      
13203        ;22040194                      ;010422    ;300424    ;342       
13205        ;2105003590                    ;010321    ;280223    ;2         
13209        ;2226                          ;300622    ;300725    ;4350      
13216        ;2226                          ;300622    ;300725    ;57150     
13216        ;2235                          ;010822    ;300825    ;25000     
13217        ;2224                          ;300622    ;300625    ;4700      
13218        ;2225                          ;300622    ;300625    ;19000     
13218        ;2229                          ;010722    ;300725    ;1000      
13218        ;2230                          ;010722    ;300725    ;200       
13218        ;2232                          ;010822    ;300825    ;2800      
13218        ;2233                          ;010822    ;300825    ;16000     
13225        ;789330A                       ;070522    ;300524    ;30        
13268        ;J1134                         ;010622    ;300627    ;6         
13268        ;J1181                         ;010722    ;300727    ;4         
13268        ;J1422                         ;010822    ;300827    ;30        
13269        ;J1213                         ;010722    ;300727    ;40        
13272        ;J1534                         ;010822    ;300827    ;28        
13312        ;1074405                       ;240622    ;300624    ;6668      
13313        ;22F19Y                        ;230622    ;300624    ;61        
13313        ;22F99X                        ;230622    ;300624    ;32        
13314        ;22040392                      ;010422    ;301023    ;1         
13315        ;22005166                      ;130922    ;300924    ;20        
13316        ;FA054/22                      ;010722    ;300724    ;936       
13318        ;748549                        ;130821    ;280223    ;37        
13318        ;748550                        ;130821    ;280223    ;90        
13319        ;785315                        ;220322    ;300324    ;200       
13346        ;LC2210112C                    ;010722    ;300727    ;339       
13347        ;LC2310292C                    ;150722    ;300727    ;25        
13348        ;LC2410073C                    ;190722    ;300727    ;335       
13349        ;38422                         ;120722    ;300725    ;102       
13350        ;35222                         ;280622    ;300625    ;158       
13361        ;SMAFAA0072                    ;010222    ;280227    ;5102      
13453        ;110199C                       ;230622    ;300524    ;38        
13453        ;110325C                       ;020922    ;300824    ;600       
13453        ;110358C                       ;270922    ;300824    ;600       
13453        ;110360C                       ;280922    ;300824    ;1200      
13453        ;110361C                       ;280922    ;300824    ;840       
13454        ;207-22                        ;010722    ;300724    ;1804      
13454        ;407-22                        ;010722    ;300724    ;1740      
13455        ;407-22                        ;010722    ;300724    ;2864      
13456        ;072067                        ;060722    ;300724    ;15        
13456        ;082157                        ;080822    ;300824    ;3104      
13456        ;082160                        ;080822    ;300824    ;1856      
13456        ;082168                        ;090822    ;300824    ;4000      
13456        ;082171                        ;090822    ;300824    ;3000      
13457        ;20710622                      ;010722    ;300724    ;97        
13458        ;LCM04                         ;010222    ;280227    ;4368      
13460        ;0014645                       ;010722    ;300724    ;2134      
13510        ;IT10306                       ;011121    ;301024    ;2072      
13510        ;IT10313                       ;011121    ;301024    ;2200      
13512        ;22060571                      ;070722    ;300624    ;500       
13514        ;IN220110                      ;301021    ;301026    ;2634      
13515        ;IN220110                      ;301021    ;301026    ;18        
13516        ;IN220110                      ;301021    ;301026    ;3105      
13537        ;2V0269                        ;010522    ;300524    ;1461      
13542        ;BZLID22008A                   ;010122    ;301223    ;602       
13542        ;BZLID22009A                   ;010122    ;301223    ;82        
13543        ;8308                          ;010822    ;300824    ;212       
13569        ;7209                          ;010922    ;300924    ;20        
13569        ;7308                          ;010822    ;300824    ;331       
13571        ;KYU02                         ;010222    ;280227    ;2680      
13572        ;KYU02                         ;010222    ;280227    ;1245      
13573        ;KYU02                         ;010222    ;280227    ;1845      
13574        ;KYU02                         ;010222    ;280227    ;1965      
13575        ;KYU02                         ;010222    ;280227    ;1495      
13576        ;YKG01                         ;010522    ;300527    ;3862      
13577        ;YKG01                         ;010522    ;300527    ;3770      
13578        ;6408                          ;010822    ;300824    ;469       
13579        ;5408                          ;010822    ;300824    ;140       
13590        ;367                           ;010922    ;300924    ;29        
13591        ;010922/1LU                    ;010922    ;300925    ;273       
13591        ;250822/1LU                    ;250822    ;300825    ;428       
13593        ;802933A                       ;270722    ;300724    ;26        
13594        ;804068                        ;020822    ;300824    ;7         
13598        ;D50909                        ;201021    ;301024    ;7286      
13599        ;B21K2800                      ;260422    ;300424    ;6         
13599        ;B21M0981                      ;150522    ;300524    ;2600      
13599        ;B21M0996                      ;260322    ;300324    ;741       
13599        ;B21M0997                      ;090322    ;300324    ;3         
13626        ;22F57E                        ;060622    ;300624    ;18        
13628        ;797391                        ;240622    ;300623    ;2         
13628        ;801163                        ;180722    ;300723    ;7         
13633        ;PTD0779A                      ;010222    ;300124    ;328       
13704        ;0189/22M                      ;110322    ;280224    ;3584      
13704        ;0190/22M                      ;160322    ;280224    ;1380      
13704        ;0191/22M                      ;210322    ;280224    ;860       
13704        ;0191/22M                      ;210322    ;280224    ;6362      
13704        ;0379/22M                      ;290422    ;300324    ;5641      
13704        ;0552/22M                      ;310522    ;300424    ;1030      
13762        ;PTD1466A                      ;220422    ;300324    ;34        
13784        ;22081263                      ;160822    ;300824    ;204       
13784        ;22081264                      ;170822    ;300824    ;202       
13819        ;22100151                      ;290822    ;300824    ;467       
13819        ;22100340                      ;060922    ;300924    ;385       
13888        ;PT0422094A                    ;010622    ;300524    ;530       
13891        ;22070073                      ;010722    ;300725    ;5         
13892        ;22050236                      ;130522    ;300524    ;10        
13894        ;22070643                      ;010722    ;300124    ;15        
13895        ;22030314                      ;010322    ;300324    ;12        
13895        ;22040653                      ;060422    ;300424    ;13        
13896        ;22030072                      ;010322    ;300324    ;10        
13898        ;009612                        ;010922    ;300824    ;37        
13898        ;009613                        ;010922    ;300824    ;63        
13938        ;778441                        ;010922    ;300923    ;200       
13944        ;806814                        ;220722    ;300724    ;4         
13945        ;72130141                      ;300622    ;300624    ;92        
13946        ;2Z3168                        ;020622    ;300624    ;4         
